terror,placebo,pintr,pintr_placebo,male,age,edu,party,O_sd,C_sd,E_sd,A_sd,N_sd,optrt5o1,optrt5o2,optrt5o3
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
