terror,placebo,pintr,pintr_placebo,male,age,edu,party,O_sd,C_sd,E_sd,A_sd,N_sd,optrt5o1,optrt5o2,optrt5o3
1,NA,-0,-0,1,64,10,-8,0.24413733273341667,0.7784288634288612,-0.6097271950588146,0.7635269604602287,-1.003743945895846,1,7,7
NA,NA,2,2,0,60,7,-1,0.6490966533395148,0.7784288634288612,0.37974698843960997,0.7635269604602287,-1.003743945895846,6,6,6
1,NA,2,2,1,27,7,-8,-0.430794868276747,-0.7486337829514711,0.6624538980105884,0.10314612719126968,-0.2461012273319995,5,3,2
1,NA,1,-0,0,27,6,-8,-0.29580842807471425,-0.5959275183134378,-0.3270202854878361,-0.3921394977604496,0.006446345522615976,3,4,4
NA,NA,-0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,-0,0,45,2,10,0.3791237729354494,0.625722598790828,0.8038073527960776,0.2682413355085094,-0.8774701594685381,6,6,4
NA,NA,2,1,1,45,2,-8,0.24413733273341667,-0.2905149890373714,0.09704007886863153,-0.5572347060776893,0.006446345522615976,6,4,5
NA,NA,-0,1,0,40,12,10,-1.375699949690976,0.1676038048767283,-0.044313375916857696,0.2682413355085094,1.2691842097956931,1,1,1
NA,NA,-0,NA,1,20,9,11,-0.5657813084787797,-0.4432212536754046,0.09704007886863153,-0.22704428944320984,-0.3723750137593072,3,2,4
NA,NA,-0,-0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,0,65,7,-8,-0.5657813084787797,-0.4432212536754046,-0.1856668307023469,-0.5572347060776893,0.13272013194992371,3,2,4
0,NA,1,2,1,61,4,-8,0.6490966533395148,0.47301633415279476,0.6624538980105884,0.4333365438257492,-0.8774701594685381,6,6,6
0,NA,1,1,0,58,8,-8,-0.0258355476706488,-0.13780872439933817,-0.044313375916857696,0.4333365438257492,-0.6249225866139226,5,3,5
0,0,2,2,1,67,4,-8,-0.16082198787268154,-0.5959275183134378,-0.3270202854878361,-0.5572347060776893,-0.6249225866139226,3,5,4
0,0,1,1,0,63,7,-8,-0.29580842807471425,-0.5959275183134378,-0.3270202854878361,-0.7223299143949291,0.6378152776591546,2,6,3
0,NA,3,2,0,69,12,-8,0.24413733273341667,0.32031006951476154,0.6624538980105884,-0.3921394977604496,0.006446345522615976,5,4,6
NA,NA,2,2,1,69,12,-8,-0.29580842807471425,-0.9013400475895043,-0.044313375916857696,0.5984317521429889,-0.11982744090469175,3,4,4
NA,NA,2,2,0,45,8,-8,0.7840830935415476,-0.2905149890373714,0.8038073527960776,0.4333365438257492,1.1429104233683856,5,7,7
NA,NA,-0,1,1,41,12,-8,-0.16082198787268154,-0.13780872439933817,-0.044313375916857696,0.10314612719126968,-0.6249225866139226,5,2,5
NA,NA,1,1,1,39,7,2,-0.29580842807471425,-0.5959275183134378,-0.1856668307023469,-0.8874251227121689,0.13272013194992371,4,3,4
NA,NA,1,1,0,43,2,-8,0.10915089253138394,0.1676038048767283,-0.6097271950588146,-0.06194908112597008,0.6378152776591546,5,4,5
NA,NA,2,2,1,43,2,-8,0.7840830935415476,-0.13780872439933817,-0.6097271950588146,-0.3921394977604496,0.2589939183772314,7,6,6
NA,NA,2,1,1,48,4,-8,-0.8357541888828451,0.7784288634288612,-0.7510806498443038,0.2682413355085094,0.2589939183772314,3,1,3
NA,NA,-0,2,0,47,4,1,-1.2407135094889434,-0.5959275183134378,-0.1856668307023469,-0.06194908112597008,-0.11982744090469175,1,2,1
1,NA,2,-0,0,25,2,1,-0.16082198787268154,0.47301633415279476,-0.3270202854878361,-0.7223299143949291,NA,5,5,2
NA,NA,2,NA,1,21,4,11,-0.0258355476706488,0.014897540238695073,0.37974698843960997,-0.06194908112597008,0.6378152776591546,3,5,5
NA,NA,-0,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,-0,0,27,4,-8,0.10915089253138394,0.014897540238695073,0.37974698843960997,0.10314612719126968,0.2589939183772314,5,5,4
1,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,56,4,-8,-0.29580842807471425,0.32031006951476154,-0.6097271950588146,0.2682413355085094,-0.3723750137593072,5,2,4
NA,NA,2,2,0,55,4,-8,-0.430794868276747,-0.2905149890373714,-0.044313375916857696,-0.5572347060776893,0.13272013194992371,3,3,4
NA,NA,2,NA,1,23,2,-8,0.5141102131374822,0.014897540238695073,0.23839353365412075,0.10314612719126968,-0.6249225866139226,6,6,5
1,NA,-0,-0,0,70,4,10,0.6490966533395148,-0.13780872439933817,-0.7510806498443038,0.7635269604602287,-1.003743945895846,7,7,4
NA,NA,-0,-0,1,70,4,-1,NA,0.7784288634288612,-1.0337875594152823,NA,0.13272013194992371,NA,NA,7
1,NA,2,2,0,81,12,-8,-0.16082198787268154,0.1676038048767283,-0.3270202854878361,0.10314612719126968,-0.49864880018661495,5,3,4
0,1,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,1,52,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,0,73,4,-8,-0.5657813084787797,-0.2905149890373714,-0.3270202854878361,-0.5572347060776893,0.2589939183772314,1,6,2
NA,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,20,6,-8,-0.16082198787268154,-0.5959275183134378,-0.1856668307023469,-0.5572347060776893,-0.2461012273319995,3,4,5
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,1,1,67,2,-8,-0.16082198787268154,0.014897540238695073,-0.6097271950588146,0.10314612719126968,-0.3723750137593072,3,5,4
NA,1,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,-0,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,-0,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,1,77,7,-8,-0.29580842807471425,0.32031006951476154,0.23839353365412075,-0.3921394977604496,-0.8774701594685381,4,2,5
NA,1,1,2,0,70,7,-8,-0.430794868276747,0.014897540238695073,-0.4683737402733254,-0.3921394977604496,0.2589939183772314,2,4,4
NA,NA,2,2,1,50,4,-8,0.7840830935415476,-0.13780872439933817,0.9451608075815668,0.7635269604602287,0.38526770480453915,6,7,6
1,0,3,3,1,58,6,10,0.6490966533395148,0.625722598790828,0.09704007886863153,-0.8874251227121689,-0.8774701594685381,6,6,6
1,0,-0,-0,0,50,4,-8,0.7840830935415476,0.7784288634288612,-0.1856668307023469,0.10314612719126968,1.2691842097956931,5,7,7
NA,0,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,-0,1,0,76,8,-1,-0.430794868276747,-0.5959275183134378,-0.044313375916857696,-0.3921394977604496,0.5115414912318469,4,3,3
NA,1,2,2,0,39,4,-8,0.5141102131374822,0.7784288634288612,0.6624538980105884,0.7635269604602287,-0.11982744090469175,7,5,5
NA,NA,1,-0,1,55,4,-8,-0.16082198787268154,-0.13780872439933817,-0.044313375916857696,-0.22704428944320984,-0.2461012273319995,4,3,5
NA,NA,1,-0,1,25,4,10,0.10915089253138394,-0.13780872439933817,0.09704007886863153,-0.06194908112597008,-0.3723750137593072,5,4,5
NA,NA,-0,NA,1,23,7,10,0.9190695337435804,0.014897540238695073,0.8038073527960776,0.10314612719126968,-0.3723750137593072,6,7,7
NA,NA,1,2,0,76,12,-8,-0.5657813084787797,-0.2905149890373714,-1.3164944689862608,0.7635269604602287,0.5115414912318469,1,4,4
NA,0,1,1,1,72,3,-8,0.3791237729354494,0.32031006951476154,-0.044313375916857696,0.10314612719126968,-0.3723750137593072,6,4,6
NA,0,2,2,0,69,8,3,-0.29580842807471425,0.7784288634288612,-0.6097271950588146,0.10314612719126968,0.2589939183772314,3,3,5
NA,NA,1,1,1,62,6,-1,0.6490966533395148,0.47301633415279476,0.09704007886863153,0.4333365438257492,-0.7511963730412304,6,6,6
NA,NA,-0,-0,0,56,6,10,0.24413733273341667,0.47301633415279476,-0.1856668307023469,0.2682413355085094,-0.11982744090469175,5,6,4
NA,NA,-0,-0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,-0,1,28,4,10,-0.5657813084787797,0.32031006951476154,0.09704007886863153,0.4333365438257492,-0.7511963730412304,4,1,4
NA,1,-0,-0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,0,45,7,-1,-0.0258355476706488,0.47301633415279476,0.6624538980105884,0.7635269604602287,-0.2461012273319995,3,5,5
NA,NA,-0,1,1,58,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,1,0,73,12,-8,-0.16082198787268154,0.014897540238695073,-0.3270202854878361,-0.22704428944320984,0.006446345522615976,3,5,4
1,0,2,2,1,58,7,-8,0.5141102131374822,0.625722598790828,0.09704007886863153,0.4333365438257492,-0.8774701594685381,5,6,6
1,0,2,2,0,65,12,-8,-0.5657813084787797,0.1676038048767283,0.5211004432250992,0.5984317521429889,0.8903628505137701,1,4,4
NA,1,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,0,2,2,0,50,4,-8,0.5141102131374822,0.625722598790828,0.09704007886863153,0.2682413355085094,0.5115414912318469,6,4,7
NA,NA,2,2,1,58,4,-8,-0.16082198787268154,-0.4432212536754046,0.5211004432250992,-0.7223299143949291,-0.11982744090469175,4,4,4
NA,NA,2,2,0,55,4,2,0.7840830935415476,0.47301633415279476,0.37974698843960997,-0.5572347060776893,1.1429104233683856,5,7,7
NA,NA,2,2,1,67,12,-8,-0.8357541888828451,NA,-0.044313375916857696,0.10314612719126968,0.38526770480453915,1,3,3
NA,NA,1,1,0,62,4,-8,-0.0258355476706488,-0.4432212536754046,-0.3270202854878361,-0.3921394977604496,0.006446345522615976,4,4,5
NA,NA,2,1,0,86,12,-8,-1.375699949690976,-0.13780872439933817,-1.4578479237717499,0.7635269604602287,-0.2461012273319995,1,1,1
NA,1,3,3,0,80,12,-8,1.054055973945613,0.7784288634288612,1.086514262367056,0.7635269604602287,0.7640890640864624,7,7,7
NA,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,1,77,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,59,4,-8,-0.29580842807471425,0.47301633415279476,-0.4683737402733254,-0.06194908112597008,-0.3723750137593072,4,4,3
NA,NA,1,1,0,57,4,-8,-0.16082198787268154,-1.359458841503604,-0.3270202854878361,-0.8874251227121689,0.13272013194992371,4,4,4
NA,NA,1,-0,0,28,4,10,-0.0258355476706488,-0.13780872439933817,0.09704007886863153,0.10314612719126968,-0.11982744090469175,4,4,5
NA,NA,2,3,1,47,9,-8,0.24413733273341667,0.32031006951476154,1.086514262367056,0.5984317521429889,-0.8774701594685381,5,5,5
NA,NA,2,1,0,48,4,-8,-0.29580842807471425,0.7784288634288612,-0.1856668307023469,0.7635269604602287,0.5115414912318469,3,4,4
NA,NA,-0,-0,0,24,6,2,0.3791237729354494,-1.0540463122275376,0.23839353365412075,0.2682413355085094,-0.2461012273319995,6,5,5
NA,NA,-0,NA,1,21,NA,11,-1.375699949690976,-1.0540463122275376,-0.6097271950588146,-1.0525203310294087,-0.2461012273319995,1,1,1
NA,NA,3,1,0,60,12,-8,-1.375699949690976,-1.0540463122275376,-0.4683737402733254,-1.2176155393466483,-0.11982744090469175,1,1,1
NA,NA,2,2,0,60,7,-8,-0.7007677486808125,0.014897540238695073,-0.6097271950588146,0.10314612719126968,-0.11982744090469175,3,1,4
NA,NA,1,1,0,50,4,-8,-0.0258355476706488,0.32031006951476154,-0.044313375916857696,0.10314612719126968,0.006446345522615976,4,4,5
NA,NA,-0,-0,1,49,6,-8,0.6490966533395148,0.1676038048767283,0.8038073527960776,-0.5572347060776893,-0.6249225866139226,6,6,6
NA,NA,1,2,1,26,2,-8,0.5141102131374822,-0.2905149890373714,0.37974698843960997,-0.22704428944320984,0.006446345522615976,5,5,7
NA,NA,2,2,1,42,7,-8,-0.29580842807471425,0.32031006951476154,0.5211004432250992,0.4333365438257492,-0.2461012273319995,5,1,5
NA,NA,1,1,0,36,4,2,-0.29580842807471425,-0.13780872439933817,-0.4683737402733254,0.4333365438257492,0.2589939183772314,4,4,3
NA,1,2,2,0,90,12,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,0,-0,-0,0,41,4,-1,-0.5657813084787797,0.1676038048767283,0.23839353365412075,0.10314612719126968,-0.11982744090469175,3,2,4
1,1,1,1,1,47,6,3,-0.16082198787268154,-0.2905149890373714,-0.1856668307023469,0.10314612719126968,-0.11982744090469175,3,5,4
NA,1,2,2,1,78,12,-8,0.5141102131374822,0.47301633415279476,0.9451608075815668,NA,-0.2461012273319995,6,4,7
NA,NA,-0,2,1,48,4,-1,NA,0.7784288634288612,0.6624538980105884,0.5984317521429889,-0.3723750137593072,NA,5,6
1,0,1,1,0,46,8,-8,-0.7007677486808125,0.47301633415279476,-0.3270202854878361,0.2682413355085094,0.13272013194992371,2,3,3
1,0,1,1,0,39,6,-8,-0.0258355476706488,0.47301633415279476,0.23839353365412075,0.2682413355085094,0.5115414912318469,4,4,5
1,0,2,2,1,44,4,2,-0.29580842807471425,-0.13780872439933817,-0.044313375916857696,-0.7223299143949291,0.13272013194992371,4,3,4
NA,NA,2,1,1,63,10,-8,-0.0258355476706488,-0.5959275183134378,-0.1856668307023469,-0.22704428944320984,-0.11982744090469175,4,4,5
NA,NA,1,1,0,61,12,-8,-0.430794868276747,0.1676038048767283,-0.044313375916857696,-0.7223299143949291,0.006446345522615976,3,4,3
NA,NA,1,NA,0,84,12,-8,NA,NA,NA,NA,NA,1,NA,NA
0,0,1,1,0,60,7,-8,-0.5657813084787797,0.47301633415279476,0.5211004432250992,0.10314612719126968,-0.11982744090469175,4,1,4
NA,NA,1,1,1,50,7,-8,-0.16082198787268154,-0.2905149890373714,-0.3270202854878361,-0.06194908112597008,-0.3723750137593072,5,2,5
NA,NA,-0,1,0,49,2,2,0.10915089253138394,0.1676038048767283,-0.4683737402733254,0.10314612719126968,0.006446345522615976,5,5,4
NA,NA,NA,2,1,66,12,-7,-0.8357541888828451,-1.8175776354177038,0.9451608075815668,0.4333365438257492,-1.003743945895846,1,1,5
1,NA,1,-0,0,63,12,-8,0.3791237729354494,-0.2905149890373714,-0.1856668307023469,0.10314612719126968,0.13272013194992371,5,5,6
NA,NA,2,2,1,55,7,-8,-0.0258355476706488,0.47301633415279476,-0.4683737402733254,0.5984317521429889,-0.7511963730412304,2,5,6
NA,0,1,1,0,54,7,-8,-0.0258355476706488,0.32031006951476154,-0.1856668307023469,-0.22704428944320984,0.6378152776591546,4,5,4
NA,NA,1,NA,1,24,NA,-8,0.6490966533395148,0.32031006951476154,0.5211004432250992,0.10314612719126968,-0.8774701594685381,5,6,7
0,1,2,2,0,82,12,-8,-0.16082198787268154,-0.2905149890373714,0.6624538980105884,-0.22704428944320984,0.13272013194992371,4,4,4
1,NA,1,1,0,70,12,-8,0.10915089253138394,-0.2905149890373714,-1.4578479237717499,0.7635269604602287,-0.11982744090469175,7,1,6
NA,1,1,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,1,51,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,-0,0,58,12,-8,-0.9707406290848779,-0.2905149890373714,-0.1856668307023469,-0.5572347060776893,0.13272013194992371,1,1,4
NA,NA,1,-0,0,54,12,-8,-0.7007677486808125,-0.7486337829514711,-0.4683737402733254,-0.06194908112597008,0.13272013194992371,3,2,3
0,0,3,2,1,65,12,-8,-1.2407135094889434,-1.2067525768655707,-0.7510806498443038,-1.2176155393466483,-0.11982744090469175,2,1,1
NA,1,2,2,1,77,12,-8,-0.16082198787268154,0.32031006951476154,-0.3270202854878361,0.2682413355085094,0.13272013194992371,5,2,5
NA,1,1,2,0,73,12,-8,NA,0.625722598790828,0.37974698843960997,0.2682413355085094,0.2589939183772314,2,NA,5
NA,NA,1,2,1,82,4,-8,-0.16082198787268154,-0.2905149890373714,-0.044313375916857696,-0.22704428944320984,-0.11982744090469175,3,5,4
NA,NA,2,1,0,78,12,-8,-1.1057270692869106,-0.5959275183134378,-0.3270202854878361,0.4333365438257492,0.006446345522615976,2,1,2
NA,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,0,70,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,1,46,7,-8,-0.16082198787268154,-0.4432212536754046,0.23839353365412075,0.10314612719126968,-0.3723750137593072,3,5,4
1,NA,1,NA,1,20,NA,-8,0.6490966533395148,-0.4432212536754046,-0.1856668307023469,0.10314612719126968,0.38526770480453915,6,6,6
NA,NA,2,1,1,56,12,-8,-0.7007677486808125,0.014897540238695073,-0.7510806498443038,-0.7223299143949291,-0.7511963730412304,4,2,2
NA,NA,1,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,1,1,72,12,-8,-0.7007677486808125,-0.2905149890373714,-0.1856668307023469,-0.5572347060776893,0.006446345522615976,2,2,4
1,NA,2,NA,0,60,2,-8,-0.16082198787268154,0.625722598790828,0.37974698843960997,0.5984317521429889,-0.2461012273319995,4,5,3
NA,NA,-0,1,0,52,12,2,-0.5657813084787797,0.014897540238695073,-0.4683737402733254,0.10314612719126968,0.13272013194992371,4,1,4
NA,NA,2,2,1,40,6,-8,-0.5657813084787797,-0.2905149890373714,-0.3270202854878361,0.7635269604602287,-0.2461012273319995,3,1,5
1,NA,2,2,1,83,12,-8,-0.430794868276747,0.32031006951476154,-0.3270202854878361,0.4333365438257492,-0.3723750137593072,2,2,6
1,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,55,9,-8,-0.0258355476706488,0.32031006951476154,0.5211004432250992,-0.3921394977604496,0.13272013194992371,4,4,5
NA,NA,1,1,1,55,7,-8,-0.0258355476706488,0.47301633415279476,0.6624538980105884,0.4333365438257492,-0.49864880018661495,6,2,5
NA,NA,-0,-0,1,34,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
0,1,2,1,1,83,12,-8,0.10915089253138394,0.47301633415279476,0.23839353365412075,-0.3921394977604496,0.2589939183772314,2,5,7
0,NA,NA,NA,1,58,4,-7,-0.7007677486808125,-0.13780872439933817,-0.6097271950588146,-2.043091580932847,-0.11982744090469175,4,3,1
0,NA,-0,-0,0,52,12,10,-0.9707406290848779,0.47301633415279476,-0.4683737402733254,0.7635269604602287,-0.11982744090469175,2,2,2
NA,NA,NA,NA,1,30,6,-7,-0.430794868276747,-0.2905149890373714,-0.1856668307023469,-0.5572347060776893,-0.2461012273319995,4,1,5
NA,0,2,1,0,69,5,-8,NA,NA,NA,NA,-0.6249225866139226,2,NA,4
NA,0,2,2,1,67,6,-8,0.24413733273341667,0.7784288634288612,0.23839353365412075,-0.22704428944320984,-1.003743945895846,7,1,7
NA,NA,2,2,0,63,5,-8,-0.0258355476706488,-0.5959275183134378,-0.3270202854878361,0.2682413355085094,-0.11982744090469175,3,6,4
1,0,-0,-0,0,56,6,-1,-0.5657813084787797,-0.7486337829514711,-0.4683737402733254,-0.22704428944320984,0.38526770480453915,3,3,3
1,NA,2,2,1,70,4,-8,-0.16082198787268154,-0.4432212536754046,0.37974698843960997,-0.7223299143949291,-0.3723750137593072,4,3,5
1,NA,2,2,0,66,5,-8,-0.29580842807471425,-0.2905149890373714,-0.4683737402733254,-0.5572347060776893,0.13272013194992371,4,4,3
1,NA,2,2,1,60,3,-8,-0.29580842807471425,0.32031006951476154,-0.3270202854878361,-0.22704428944320984,-0.49864880018661495,3,2,6
1,NA,2,2,0,59,4,-8,0.24413733273341667,0.32031006951476154,0.23839353365412075,0.4333365438257492,0.006446345522615976,5,6,4
0,0,1,1,0,81,12,-1,NA,NA,NA,-0.8874251227121689,-0.7511963730412304,1,NA,2
NA,0,1,2,0,79,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,43,7,3,-0.16082198787268154,0.32031006951476154,-0.1856668307023469,-0.3921394977604496,0.38526770480453915,4,4,4
0,0,2,2,1,86,12,-8,0.5141102131374822,-1.359458841503604,-0.044313375916857696,-1.2176155393466483,0.13272013194992371,5,7,5
NA,0,2,1,0,64,2,-1,0.3791237729354494,-0.4432212536754046,-0.4683737402733254,-0.3921394977604496,0.006446345522615976,5,6,5
NA,NA,2,3,1,69,4,-8,0.3791237729354494,0.47301633415279476,1.086514262367056,-0.8874251227121689,-0.3723750137593072,6,6,4
NA,NA,2,2,0,69,2,-8,-0.29580842807471425,-0.4432212536754046,-0.6097271950588146,-0.5572347060776893,0.2589939183772314,3,3,5
1,NA,2,1,1,54,4,-8,0.10915089253138394,-0.2905149890373714,0.23839353365412075,-0.7223299143949291,-0.11982744090469175,5,4,5
1,NA,2,2,0,50,6,-8,0.10915089253138394,0.47301633415279476,0.37974698843960997,0.5984317521429889,-0.3723750137593072,3,5,6
NA,NA,1,-0,1,29,6,10,-0.430794868276747,0.014897540238695073,0.23839353365412075,-0.06194908112597008,-0.11982744090469175,4,2,4
1,NA,2,2,1,62,2,-8,0.6490966533395148,0.014897540238695073,-1.0337875594152823,-0.5572347060776893,0.7640890640864624,4,7,7
NA,NA,2,2,0,62,2,-8,-0.430794868276747,-0.7486337829514711,-0.044313375916857696,0.2682413355085094,0.38526770480453915,2,5,3
NA,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,3,0,64,6,-8,NA,0.32031006951476154,0.8038073527960776,0.5984317521429889,0.13272013194992371,4,7,NA
0,0,2,2,0,50,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,1,58,12,-8,0.10915089253138394,0.47301633415279476,0.23839353365412075,0.7635269604602287,-1.003743945895846,1,7,6
1,NA,-0,-0,0,58,7,-8,-0.16082198787268154,0.014897540238695073,-0.4683737402733254,-0.3921394977604496,0.38526770480453915,4,4,4
NA,NA,1,2,0,30,4,-8,-0.16082198787268154,0.1676038048767283,0.23839353365412075,0.10314612719126968,0.006446345522615976,2,5,5
1,NA,1,-0,0,25,NA,-8,-0.430794868276747,0.47301633415279476,1.086514262367056,-0.22704428944320984,0.2589939183772314,4,1,5
NA,NA,1,1,0,39,4,-8,0.9190695337435804,0.32031006951476154,0.6624538980105884,0.10314612719126968,-0.11982744090469175,6,7,7
0,1,2,1,1,84,4,-8,-0.8357541888828451,-0.4432212536754046,-0.044313375916857696,-0.5572347060776893,-0.3723750137593072,1,3,3
0,1,1,1,0,84,8,-8,0.24413733273341667,0.1676038048767283,0.37974698843960997,0.10314612719126968,-0.49864880018661495,5,5,5
0,0,2,1,1,78,10,-8,-0.9707406290848779,0.014897540238695073,-0.044313375916857696,0.2682413355085094,-0.2461012273319995,2,3,1
0,0,2,2,0,77,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,1,1,43,6,10,0.10915089253138394,-0.4432212536754046,-0.1856668307023469,-0.06194908112597008,0.13272013194992371,3,6,5
1,NA,-0,-0,0,45,7,8,-0.29580842807471425,0.47301633415279476,0.09704007886863153,0.10314612719126968,0.5115414912318469,2,4,5
1,NA,-0,-0,0,76,12,10,-0.430794868276747,0.47301633415279476,-0.044313375916857696,0.7635269604602287,0.2589939183772314,3,4,3
1,NA,-0,1,1,76,4,10,0.10915089253138394,0.625722598790828,-0.4683737402733254,-0.7223299143949291,0.5115414912318469,2,6,6
NA,0,1,1,1,54,6,-8,-0.16082198787268154,0.1676038048767283,0.09704007886863153,-1.2176155393466483,0.38526770480453915,4,4,4
NA,0,1,-0,0,53,7,-8,0.10915089253138394,-0.13780872439933817,-0.4683737402733254,0.4333365438257492,0.38526770480453915,3,5,6
1,NA,2,2,1,53,4,-8,-0.16082198787268154,-0.13780872439933817,0.5211004432250992,-0.8874251227121689,0.13272013194992371,5,2,5
NA,1,2,2,1,78,2,3,0.24413733273341667,0.32031006951476154,-0.044313375916857696,-0.7223299143949291,-0.11982744090469175,5,5,5
NA,1,1,2,0,78,12,-8,-0.0258355476706488,NA,0.09704007886863153,-0.06194908112597008,-0.2461012273319995,2,5,6
1,1,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,-0,1,52,4,-8,-0.430794868276747,-0.13780872439933817,-0.4683737402733254,-0.22704428944320984,0.2589939183772314,4,3,3
NA,0,3,3,1,83,4,-8,0.3791237729354494,0.1676038048767283,0.5211004432250992,0.2682413355085094,-0.6249225866139226,4,6,6
NA,0,2,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,3,0,82,3,-8,-0.430794868276747,-0.7486337829514711,0.23839353365412075,-0.5572347060776893,-0.11982744090469175,1,7,2
0,NA,1,-0,0,61,2,-8,0.6490966533395148,0.014897540238695073,-0.7510806498443038,0.2682413355085094,0.38526770480453915,7,6,5
0,NA,3,3,1,55,7,-8,-0.5657813084787797,0.32031006951476154,0.9451608075815668,-1.2176155393466483,-0.8774701594685381,3,1,5
NA,NA,2,2,1,65,2,-8,-0.0258355476706488,0.1676038048767283,-0.3270202854878361,-0.5572347060776893,0.006446345522615976,5,3,5
NA,NA,1,1,0,61,12,-8,0.10915089253138394,-1.0540463122275376,0.6624538980105884,0.10314612719126968,-0.6249225866139226,6,6,2
1,1,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,0,2,2,1,87,12,1,NA,NA,NA,NA,NA,NA,NA,6
NA,NA,1,1,1,72,10,-8,0.9190695337435804,0.625722598790828,-0.892434104629793,-0.22704428944320984,-1.003743945895846,7,7,6
