pintr_dif,polint_pre,polint_post,O_sd,C_sd,E_sd,A_sd,N_sd,male,age,education,ideology,W3_f15771a,W3_f15771f,W3_f15770d
0,3,3,-0.5462407620395476,-0.5464822991222449,-0.06731984533842024,-0.17752852331720548,0.5528039249148112,1,57,3,5,4,3,6
0,3,3,-1.08668761696294,0.15941600772637787,-0.7357162101587771,0.5783361193242116,-0.6838458261416214,0,39,5,9,2,2,3
0,2,2,-0.18594285875728608,-0.0758834278898297,-0.9266866001074505,-0.3934898497861818,0.6411360499902706,1,46,5,8,4,8,5
0,3,3,-0.636315237860113,0.27706572553448167,-0.7357162101587771,0.03843280315177083,-0.5071815759907023,1,56,12,2,3,5,4
NA,NA,NA,NA,NA,NA,NA,NA,1,66,5,8,NA,NA,NA
0,4,4,-0.5462407620395476,-0.8994314525465562,0.02816534963591646,-0.7174318394896462,0.6411360499902706,1,59,13,3,3,5,5
NA,NA,NA,0.985025326910064,-0.7817817347384524,-0.2582902352870936,0.25439412962074714,0.37613967476389226,1,32,5,0,10,10,10
NA,NA,3,0.6247274236278024,0.04176628991827409,0.02816534963591646,0.03843280315177083,-0.6838458261416214,1,31,5,7,8,10,8
NA,NA,NA,NA,NA,NA,NA,NA,1,48,12,0,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,59,5,4,NA,NA,NA
0,3,3,0.17435504452497544,-0.31118286350603724,0.6010765194819366,0.3623747928552353,-0.7721779512170808,0,51,3,8,4,9,8
0,3,3,0.08428056870441007,0.04176628991827409,0.7920469094306101,-0.3934898497861818,0.6411360499902706,0,59,5,9,2,9,9
NA,NA,NA,NA,NA,NA,NA,NA,0,65,5,0,NA,NA,NA
-1,3,4,0.26442952034554085,0.39471544334258546,0.6965617144562734,-0.7174318394896462,0.4644717998393518,1,20,7,7,3,10,9
-1,3,4,-0.9065386653218092,-0.31118286350603724,-0.3537754302614303,-1.5812771453655514,-0.5071815759907023,1,47,10,6,2,3,4
1,2,1,-0.005793907116155319,0.39471544334258546,0.02816534963591646,0.4703554560897234,0.11114329953751388,1,36,12,5,3,7,9
1,4,3,-0.005793907116155319,0.630014878958793,0.12365054461025315,-0.5014705130206699,-0.06552095061340506,1,57,10,10,3,8,8
0,3,3,-0.5462407620395476,0.15941600772637787,-0.2582902352870936,0.5783361193242116,-0.5071815759907023,1,28,5,7,2,9,2
0,2,2,-0.5462407620395476,0.630014878958793,0.8875321044049467,0.25439412962074714,1.259460925518487,0,44,13,8,8,2,3
NA,3,NA,NA,NA,NA,NA,NA,1,50,6,NA,NA,NA,NA
0,3,3,0.08428056870441007,0.39471544334258546,0.12365054461025315,0.3623747928552353,-0.24218520076432398,1,63,7,5,5,8,7
NA,NA,NA,NA,NA,NA,NA,NA,1,45,10,7,NA,NA,NA
0,3,3,-0.005793907116155319,-0.6641320169303486,-0.3537754302614303,-0.3934898497861818,0.022811174462054412,1,49,5,4,6,7,6
0,3,3,0.35450399616610623,-0.5464822991222449,0.7920469094306101,0.3623747928552353,-0.06552095061340506,1,21,9,5,6,10,7
0,2,2,0.17435504452497544,0.15941600772637787,0.31462093455892653,0.3623747928552353,0.7294681750657301,0,19,6,5,8,5,8
NA,NA,NA,NA,NA,NA,NA,NA,0,47,10,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,28,8,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,55,5,10,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,50,5,5,NA,NA,NA
-1,2,3,-0.45616628621898225,0.15941600772637787,-0.9266866001074505,-0.7174318394896462,0.906132425216649,0,38,13,0,4,7,3
NA,NA,NA,NA,NA,NA,NA,NA,0,25,8,NA,NA,NA,NA
0,3,3,0.534652947807237,0.7476645967668968,-0.449260625235767,0.902278109027676,-0.24218520076432398,0,48,13,7,5,10,10
NA,NA,1,NA,NA,NA,NA,NA,0,33,5,NA,NA,NA,NA
0,4,4,0.17435504452497544,0.7476645967668968,-0.06731984533842024,0.25439412962074714,-0.8605100762925403,1,74,5,9,3,10,8
1,3,2,NA,NA,NA,NA,NA,1,53,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,40,5,7,NA,NA,NA
0,3,3,-0.3660918103984169,-0.42883258131414104,-1.0221717950817872,0.3623747928552353,0.5528039249148112,1,22,8,7,3,8,4
0,3,3,-1.08668761696294,0.39471544334258546,-0.449260625235767,NA,-1.0371743264434592,1,78,2,5,5,2,0
NA,NA,NA,NA,NA,NA,NA,NA,0,53,5,5,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,38,7,5,NA,NA,NA
NA,NA,2,0.534652947807237,0.15941600772637787,0.12365054461025315,0.3623747928552353,0.5528039249148112,1,34,5,NA,10,10,5
0,4,4,-0.3660918103984169,0.27706572553448167,-0.06731984533842024,0.25439412962074714,-0.15385307568886453,0,49,13,2,5,5,5
0,3,3,-0.2760173345778515,0.39471544334258546,0.6965617144562734,0.14641346638625896,-0.24218520076432398,0,40,13,7,7,5,4
0,3,3,NA,NA,NA,NA,NA,1,51,10,6,NA,NA,NA
NA,NA,3,-0.0958683829367207,0.04176628991827409,0.21913573958458984,-1.0413738291931107,0.11114329953751388,0,68,9,4,8,5,5
NA,NA,3,-0.005793907116155319,0.04176628991827409,-0.2582902352870936,-0.06954786008271732,-0.24218520076432398,1,52,5,4,6,7,6
0,2,2,0.35450399616610623,-0.19353314569793348,1.0785024943536201,0.7942974457931878,-0.5955137010661619,0,37,13,2,9,7,7
NA,NA,NA,NA,NA,NA,NA,NA,0,58,5,3,NA,NA,NA
NA,NA,3,-0.18594285875728608,0.7476645967668968,0.21913573958458984,-0.5014705130206699,0.022811174462054412,1,68,7,6,4,7,6
-1,2,3,-0.8164641895012438,-0.19353314569793348,-0.7357162101587771,-0.8254125027241344,0.11114329953751388,1,45,12,5,0,3,7
NA,NA,3,-0.18594285875728608,-0.8994314525465562,0.5055913245075999,-0.6094511762551581,0.37613967476389226,1,20,5,1,3,9,5
0,4,4,-0.18594285875728608,-0.8994314525465562,-0.06731984533842024,0.4703554560897234,0.5528039249148112,1,60,13,3,5,7,5
0,2,2,-0.3660918103984169,0.630014878958793,-1.0221717950817872,0.3623747928552353,1.1711288004430276,1,59,5,7,5,5,5
NA,NA,NA,NA,NA,NA,NA,NA,0,28,12,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,20,13,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,49,13,NA,NA,NA,NA
0,2,2,0.985025326910064,0.15941600772637787,0.21913573958458984,-0.17752852331720548,0.37613967476389226,0,51,7,8,10,10,10
0,4,4,-0.005793907116155319,-1.01708117035466,-0.3537754302614303,-1.149354492427599,0.906132425216649,0,48,5,5,2,9,8
0,3,3,-0.005793907116155319,-0.31118286350603724,0.31462093455892653,0.14641346638625896,-0.15385307568886453,1,47,5,3,8,7,4
0,3,3,0.6247274236278024,0.27706572553448167,0.5055913245075999,-0.5014705130206699,-0.06552095061340506,0,31,8,7,8,9,9
NA,NA,NA,NA,NA,NA,NA,NA,0,59,12,7,NA,NA,NA
0,3,3,-0.636315237860113,0.5123651611506892,-1.0221717950817872,0.6863167825586997,0.19947542461297335,1,53,5,1,3,6,3
0,3,3,-0.9966131411423745,0.5123651611506892,-0.16280504031275692,0.03843280315177083,0.5528039249148112,0,36,8,5,0,2,6
0,3,3,0.35450399616610623,0.39471544334258546,-0.16280504031275692,0.14641346638625896,-0.33051732583978344,1,50,10,8,8,7,8
NA,NA,NA,NA,NA,NA,NA,NA,0,96,9,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,25,13,3,NA,NA,NA
0,3,3,-0.005793907116155319,0.27706572553448167,-0.8312014051331138,0.25439412962074714,0.022811174462054412,0,46,3,3,8,9,2
0,3,3,-0.2760173345778515,0.7476645967668968,-0.2582902352870936,-1.4732964821310632,0.7294681750657301,1,59,13,8,2,7,7
0,3,3,0.17435504452497544,0.39471544334258546,0.31462093455892653,0.3623747928552353,-0.15385307568886453,1,55,5,6,5,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,45,5,8,NA,NA,NA
-1,2,3,NA,NA,NA,NA,NA,0,47,5,9,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,1,43,13,8,NA,NA,NA
0,3,3,0.26442952034554085,0.04176628991827409,-1.117656990056124,-0.3934898497861818,0.37613967476389226,1,26,13,2,7,9,6
0,3,3,-0.005793907116155319,0.7476645967668968,0.21913573958458984,-0.17752852331720548,0.4644717998393518,0,52,9,4,7,6,6
0,3,3,0.35450399616610623,0.15941600772637787,-0.449260625235767,-0.06954786008271732,0.37613967476389226,0,37,10,7,9,8,6
-1,2,3,-0.18594285875728608,0.39471544334258546,-0.3537754302614303,-0.5014705130206699,-0.24218520076432398,1,39,12,9,1,8,8
0,3,3,-0.45616628621898225,0.27706572553448167,-0.449260625235767,-0.06954786008271732,0.37613967476389226,1,62,11,6,3,5,6
0,2,2,-1.2668365686040708,-0.5464822991222449,0.41010612953326325,-1.4732964821310632,0.8178003001411897,0,29,10,7,0,2,3
NA,NA,NA,NA,NA,NA,NA,NA,1,19,9,4,NA,NA,NA
NA,NA,3,0.4445784719866716,0.27706572553448167,-0.06731984533842024,0.14641346638625896,-0.15385307568886453,1,52,6,4,8,8,8
0,4,4,0.534652947807237,0.7476645967668968,-0.16280504031275692,0.6863167825586997,-0.5071815759907023,1,71,11,10,9,9,7
0,3,3,-0.3660918103984169,-0.0758834278898297,0.31462093455892653,-0.06954786008271732,0.37613967476389226,0,25,11,2,5,8,2
NA,NA,3,-0.2760173345778515,-0.19353314569793348,-0.2582902352870936,0.14641346638625896,-0.4188494509152429,1,88,13,9,6,6,4
NA,2,NA,NA,NA,NA,NA,NA,1,75,13,5,NA,NA,NA
0,4,4,-0.0958683829367207,-0.42883258131414104,-0.3537754302614303,0.3623747928552353,0.2878075496884328,1,71,5,2,6,8,4
0,3,3,0.7148018994483678,-0.5464822991222449,0.9830172993792834,-0.8254125027241344,0.6411360499902706,0,51,5,8,8,10,9
NA,NA,NA,NA,NA,NA,NA,NA,0,61,5,5,NA,NA,NA
-1,3,4,-0.005793907116155319,0.04176628991827409,-0.5447458202101036,0.5783361193242116,-0.9488422013679997,0,77,13,3,6,6,7
0,3,3,0.17435504452497544,-0.19353314569793348,-0.2582902352870936,0.6863167825586997,-0.15385307568886453,0,50,9,3,10,6,5
1,3,2,-0.18594285875728608,0.27706572553448167,-0.3537754302614303,-0.3934898497861818,0.8178003001411897,1,47,5,7,5,8,4
NA,2,NA,NA,NA,NA,NA,NA,0,29,10,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,40,11,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,53,5,0,NA,NA,NA
1,4,3,-0.18594285875728608,0.5123651611506892,0.41010612953326325,0.03843280315177083,0.37613967476389226,1,53,10,2,2,5,10
NA,3,NA,NA,NA,NA,NA,NA,1,74,2,8,NA,NA,NA
0,2,2,-0.0958683829367207,-0.0758834278898297,-0.3537754302614303,0.03843280315177083,-0.5071815759907023,1,52,10,5,5,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,62,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,71,7,10,NA,NA,NA
0,2,2,-0.5462407620395476,0.15941600772637787,-0.5447458202101036,0.03843280315177083,0.2878075496884328,1,41,7,8,2,6,5
0,3,3,NA,NA,NA,NA,NA,0,72,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,33,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,58,5,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,66,5,5,NA,NA,NA
0,2,2,-0.8164641895012438,0.27706572553448167,-0.8312014051331138,0.03843280315177083,-0.5071815759907023,1,31,13,7,5,3,2
0,2,2,-0.0958683829367207,0.04176628991827409,0.9830172993792834,0.6863167825586997,-0.15385307568886453,0,50,5,NA,7,6,5
NA,NA,NA,NA,NA,NA,NA,NA,1,28,13,5,NA,NA,NA
-1,3,4,0.7148018994483678,0.15941600772637787,0.31462093455892653,-0.17752852331720548,0.7294681750657301,1,72,9,2,10,9,8
0,2,2,0.6247274236278024,0.04176628991827409,0.5055913245075999,-0.17752852331720548,0.11114329953751388,0,53,5,NA,10,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,62,4,4,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,69,7,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,38,7,10,NA,NA,NA
0,3,3,0.26442952034554085,-0.31118286350603724,-0.2582902352870936,-0.2855091865516936,-0.06552095061340506,0,35,11,5,7,8,7
0,3,3,0.08428056870441007,-0.0758834278898297,0.02816534963591646,0.3623747928552353,-0.5955137010661619,1,55,11,6,8,5,7
NA,NA,NA,NA,NA,NA,NA,NA,0,23,10,10,NA,NA,NA
NA,NA,3,-0.9966131411423745,-0.5464822991222449,-0.5447458202101036,0.7942974457931878,0.8178003001411897,0,81,NA,8,1,7,0
0,3,3,0.26442952034554085,-0.42883258131414104,0.5055913245075999,0.14641346638625896,0.19947542461297335,1,41,5,0,10,7,5
0,3,3,-0.18594285875728608,-0.19353314569793348,-0.06731984533842024,-0.9333931659586225,0.7294681750657301,0,44,5,5,6,5,6
NA,NA,NA,NA,NA,NA,NA,NA,0,27,8,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,19,9,4,NA,NA,NA
0,3,3,0.7148018994483678,-0.19353314569793348,-0.8312014051331138,-0.3934898497861818,0.19947542461297335,0,48,13,2,10,9,8
0,4,4,-0.45616628621898225,-0.0758834278898297,0.21913573958458984,0.3623747928552353,-0.24218520076432398,1,39,12,6,4,4,6
NA,3,NA,NA,NA,NA,NA,NA,1,34,5,4,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,1,40,5,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,60,5,NA,NA,NA,NA
0,3,3,0.08428056870441007,-1.2523806059708675,0.31462093455892653,-0.8254125027241344,0.022811174462054412,1,59,7,8,6,6,8
0,3,3,0.08428056870441007,0.27706572553448167,0.5055913245075999,-0.17752852331720548,0.4644717998393518,1,61,5,5,4,8,8
0,3,3,0.35450399616610623,0.04176628991827409,0.02816534963591646,-0.17752852331720548,-0.33051732583978344,1,35,10,6,6,8,9
NA,1,NA,NA,NA,NA,NA,NA,0,40,8,3,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,77,5,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,49,12,0,NA,NA,NA
0,4,4,0.6247274236278024,-0.42883258131414104,0.21913573958458984,0.14641346638625896,-0.33051732583978344,0,33,13,2,8,9,9
0,3,3,-0.0958683829367207,-0.42883258131414104,-0.16280504031275692,0.3623747928552353,1.3477930505939464,0,59,5,5,7,9,2
0,3,3,-0.2760173345778515,0.15941600772637787,0.41010612953326325,-0.5014705130206699,-0.9488422013679997,1,47,5,5,4,5,7
-1,3,4,-0.0958683829367207,0.27706572553448167,-0.16280504031275692,0.3623747928552353,-0.8605100762925403,NA,76,9,2,8,5,5
NA,NA,4,0.4445784719866716,0.630014878958793,0.5055913245075999,-0.06954786008271732,-0.9488422013679997,1,38,11,8,5,9,10
0,3,3,-0.2760173345778515,-0.42883258131414104,0.41010612953326325,0.14641346638625896,0.19947542461297335,0,45,10,8,5,7,4
0,3,3,0.6247274236278024,0.04176628991827409,0.21913573958458984,0.5783361193242116,-0.33051732583978344,0,47,12,3,10,8,8
0,3,3,0.26442952034554085,0.15941600772637787,0.12365054461025315,0.5783361193242116,-0.7721779512170808,1,30,11,7,6,9,7
0,3,3,-0.0958683829367207,0.27706572553448167,-0.2582902352870936,0.25439412962074714,0.4644717998393518,1,46,12,8,6,6,6
NA,4,NA,NA,NA,NA,NA,NA,0,29,10,7,4,5,NA
0,2,2,-0.3660918103984169,-1.1347308881627638,0.6010765194819366,0.3623747928552353,-0.15385307568886453,0,34,5,6,2,8,5
0,2,2,0.35450399616610623,-0.42883258131414104,0.02816534963591646,0.5783361193242116,-0.7721779512170808,1,18,3,NA,8,10,5
0,2,2,-0.636315237860113,0.04176628991827409,-0.7357162101587771,-0.17752852331720548,0.11114329953751388,1,56,13,8,2,6,4
0,3,3,0.534652947807237,0.39471544334258546,0.21913573958458984,-0.17752852331720548,-0.9488422013679997,1,52,NA,8,9,7,9
1,4,3,0.17435504452497544,-0.0758834278898297,0.41010612953326325,0.25439412962074714,0.37613967476389226,0,27,9,0,7,8,6
0,3,3,-0.2760173345778515,0.04176628991827409,-0.6402310151844404,0.25439412962074714,0.37613967476389226,1,51,10,8,6,5,5
0,3,3,-0.005793907116155319,0.15941600772637787,-0.2582902352870936,0.03843280315177083,0.11114329953751388,1,71,11,8,7,6,6
1,3,2,0.534652947807237,-0.8994314525465562,0.21913573958458984,0.14641346638625896,-0.33051732583978344,0,65,11,8,7,9,9
NA,NA,NA,NA,NA,NA,NA,NA,1,67,5,8,NA,NA,NA
NA,NA,4,0.4445784719866716,NA,-0.2582902352870936,-1.149354492427599,-0.7721779512170808,0,NA,7,5,8,9,7
1,3,2,-0.9065386653218092,-0.31118286350603724,-0.16280504031275692,0.03843280315177083,0.022811174462054412,0,41,5,6,2,3,4
NA,NA,NA,NA,NA,NA,NA,NA,0,69,5,NA,NA,NA,NA
0,3,3,-1.1767620927835054,-0.19353314569793348,-0.6402310151844404,0.25439412962074714,-0.24218520076432398,0,24,8,4,2,1,3
-1,2,3,-1.08668761696294,0.15941600772637787,0.02816534963591646,-0.3934898497861818,-0.06552095061340506,1,39,10,8,2,2,3
NA,NA,NA,NA,NA,NA,NA,NA,1,71,10,7,NA,NA,NA
-1,1,2,-0.3660918103984169,0.7476645967668968,-0.449260625235767,0.902278109027676,-0.7721779512170808,1,49,10,4,5,3,7
0,3,3,0.26442952034554085,0.7476645967668968,0.6010765194819366,0.902278109027676,-0.6838458261416214,0,42,13,5,5,10,7
NA,NA,NA,NA,NA,NA,NA,NA,1,47,13,5,NA,NA,NA
0,3,3,-0.2760173345778515,0.04176628991827409,0.02816534963591646,NA,0.022811174462054412,1,54,12,6,4,6,6
NA,NA,2,0.08428056870441007,0.5123651611506892,-0.7357162101587771,-0.7174318394896462,1.082796675367568,0,38,5,NA,7,10,3
0,2,2,-0.5462407620395476,0.27706572553448167,-0.2582902352870936,-0.17752852331720548,-0.06552095061340506,0,44,5,6,3,6,4
0,3,3,0.35450399616610623,-0.31118286350603724,-0.7357162101587771,0.03843280315177083,-0.06552095061340506,0,44,13,2,9,8,6
NA,NA,3,-0.2760173345778515,-0.6641320169303486,-0.5447458202101036,-0.7174318394896462,-0.06552095061340506,0,53,10,3,7,5,4
0,4,4,0.4445784719866716,0.39471544334258546,0.31462093455892653,-0.06954786008271732,-0.06552095061340506,1,52,5,8,8,8,8
0,3,3,-0.45616628621898225,0.39471544334258546,-0.3537754302614303,-0.2855091865516936,-0.33051732583978344,1,40,13,4,5,5,4
NA,NA,2,0.17435504452497544,-0.6641320169303486,0.6965617144562734,0.3623747928552353,-0.5071815759907023,1,43,11,8,4,9,8
0,3,3,0.17435504452497544,-0.6641320169303486,-0.2582902352870936,0.14641346638625896,-0.4188494509152429,1,53,9,7,7,8,6
1,3,2,0.4445784719866716,-0.6641320169303486,-0.6402310151844404,-1.0413738291931107,-0.5071815759907023,1,34,5,5,7,10,7
0,2,2,0.985025326910064,0.7476645967668968,0.5055913245075999,-0.2855091865516936,0.11114329953751388,0,63,6,10,10,10,10
0,4,4,0.8949508510894986,0.5123651611506892,0.5055913245075999,-0.2855091865516936,-0.7721779512170808,1,52,11,4,10,10,9
0,2,2,-0.005793907116155319,-0.31118286350603724,0.6965617144562734,0.25439412962074714,-0.24218520076432398,1,44,13,2,8,5,6
NA,NA,3,0.17435504452497544,-0.6641320169303486,-0.16280504031275692,-0.06954786008271732,0.4644717998393518,0,72,5,7,8,7,6
NA,NA,1,-0.18594285875728608,-0.6641320169303486,-0.16280504031275692,-1.0413738291931107,-0.9488422013679997,1,22,7,10,10,2,5
0,3,3,-0.5462407620395476,0.04176628991827409,0.41010612953326325,-0.3934898497861818,0.37613967476389226,0,47,5,6,6,3,4
NA,2,NA,NA,NA,NA,NA,NA,0,53,10,7,NA,NA,NA
0,4,4,-0.0958683829367207,-0.0758834278898297,0.12365054461025315,-0.17752852331720548,-0.7721779512170808,1,52,10,7,3,7,8
1,2,1,-0.0958683829367207,-0.19353314569793348,-0.449260625235767,0.5783361193242116,0.7294681750657301,0,18,9,NA,5,7,6
0,3,3,0.08428056870441007,-0.42883258131414104,0.8875321044049467,-0.5014705130206699,-0.06552095061340506,1,54,7,10,3,7,10
0,3,3,0.26442952034554085,-0.7817817347384524,0.5055913245075999,0.4703554560897234,0.19947542461297335,1,31,11,2,7,7,8
NA,NA,NA,NA,NA,NA,NA,NA,0,59,3,NA,NA,NA,NA
0,2,2,-0.18594285875728608,-0.19353314569793348,-0.6402310151844404,NA,0.11114329953751388,0,35,13,2,10,5,2
NA,NA,NA,NA,NA,NA,NA,NA,1,84,5,8,NA,NA,NA
0,4,4,-0.005793907116155319,0.15941600772637787,0.41010612953326325,-0.2855091865516936,-0.4188494509152429,1,27,13,1,4,7,8
1,4,3,-0.18594285875728608,-0.42883258131414104,-0.06731984533842024,0.4703554560897234,-0.6838458261416214,1,48,13,8,3,8,6
0,2,2,-0.8164641895012438,-0.0758834278898297,-0.449260625235767,-0.5014705130206699,0.7294681750657301,0,52,5,7,3,3,4
0,3,3,0.35450399616610623,0.39471544334258546,0.02816534963591646,-0.2855091865516936,0.2878075496884328,1,53,5,8,7,7,9
0,4,4,0.08428056870441007,-1.01708117035466,-0.6402310151844404,-0.06954786008271732,-0.06552095061340506,1,72,11,2,6,8,6
0,4,4,0.8949508510894986,0.04176628991827409,0.41010612953326325,-0.5014705130206699,0.022811174462054412,0,51,12,2,10,10,9
0,3,3,0.35450399616610623,0.27706572553448167,0.6965617144562734,0.6863167825586997,-0.15385307568886453,0,54,5,8,9,7,7
-1,3,4,0.17435504452497544,-0.0758834278898297,0.31462093455892653,0.5783361193242116,-1.1255064515189186,0,46,11,3,5,8,8
1,4,3,0.26442952034554085,-0.6641320169303486,-0.9266866001074505,0.03843280315177083,0.5528039249148112,1,59,13,2,7,7,8
0,2,2,-0.2760173345778515,-0.6641320169303486,-0.16280504031275692,-0.2855091865516936,0.37613967476389226,0,32,5,6,5,7,4
0,3,3,0.17435504452497544,-0.5464822991222449,-0.2582902352870936,0.14641346638625896,0.2878075496884328,1,68,5,7,6,8,7
0,3,3,0.534652947807237,-0.6641320169303486,0.02816534963591646,0.25439412962074714,-0.06552095061340506,0,18,3,NA,9,9,7
0,2,2,-0.18594285875728608,0.7476645967668968,0.21913573958458984,-0.9333931659586225,0.8178003001411897,0,35,5,1,2,8,7
NA,NA,NA,NA,NA,NA,NA,NA,1,62,5,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,37,5,9,NA,NA,NA
NA,NA,1,0.08428056870441007,-0.7817817347384524,-0.2582902352870936,0.5783361193242116,0.7294681750657301,0,23,5,NA,5,10,5
NA,NA,NA,NA,NA,NA,NA,NA,0,32,10,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,27,5,7,NA,NA,NA
0,3,3,0.08428056870441007,0.7476645967668968,0.7920469094306101,-1.149354492427599,0.906132425216649,1,50,10,NA,3,9,8
0,3,3,-0.18594285875728608,0.15941600772637787,0.6010765194819366,0.3623747928552353,-0.6838458261416214,0,25,5,9,3,6,8
NA,3,NA,NA,NA,NA,NA,NA,0,35,13,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,43,13,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,18,9,8,NA,NA,NA
-1,2,3,0.08428056870441007,0.04176628991827409,-0.06731984533842024,0.03843280315177083,0.19947542461297335,1,50,5,8,6,7,7
NA,NA,2,-0.0958683829367207,-0.19353314569793348,0.41010612953326325,-0.8254125027241344,0.8178003001411897,0,34,13,1,7,4,7
0,3,3,-0.18594285875728608,0.15941600772637787,0.6965617144562734,0.14641346638625896,-0.24218520076432398,0,64,7,3,5,5,7
0,2,2,-0.5462407620395476,-0.42883258131414104,0.6965617144562734,-0.17752852331720548,0.8178003001411897,0,22,9,3,4,4,5
-1,2,3,0.26442952034554085,-0.0758834278898297,0.6965617144562734,0.14641346638625896,-0.06552095061340506,1,41,5,2,7,7,8
0,3,3,-0.0958683829367207,-0.0758834278898297,0.5055913245075999,-0.7174318394896462,-0.4188494509152429,0,59,7,7,2,8,8
0,3,3,0.6247274236278024,-0.8994314525465562,0.41010612953326325,0.03843280315177083,-0.5955137010661619,1,72,5,5,8,9,9
0,2,2,0.6247274236278024,0.7476645967668968,-0.9266866001074505,0.25439412962074714,-0.8605100762925403,1,56,10,8,6,10,10
1,2,1,-0.3660918103984169,0.7476645967668968,0.12365054461025315,-0.3934898497861818,-0.4188494509152429,1,77,5,5,2,8,5
0,3,3,0.17435504452497544,0.5123651611506892,-0.06731984533842024,-0.06954786008271732,0.4644717998393518,0,46,5,5,8,8,5
0,3,3,-0.005793907116155319,-1.01708117035466,0.21913573958458984,-0.9333931659586225,0.5528039249148112,1,72,13,0,2,8,9
NA,NA,2,-0.5462407620395476,0.15941600772637787,-0.3537754302614303,-0.17752852331720548,0.2878075496884328,1,28,10,9,2,3,8
-1,2,3,-0.2760173345778515,-0.7817817347384524,-1.4995977699534706,0.03843280315177083,0.022811174462054412,1,34,5,9,4,8,4
NA,NA,NA,NA,NA,NA,NA,NA,0,73,4,8,NA,NA,NA
1,4,3,0.08428056870441007,0.5123651611506892,0.02816534963591646,0.3623747928552353,0.2878075496884328,0,63,7,10,3,9,8
NA,NA,NA,NA,NA,NA,NA,NA,1,51,7,6,NA,NA,NA
0,2,2,-0.45616628621898225,-0.6641320169303486,-0.7357162101587771,-0.06954786008271732,0.9944645502921086,0,21,8,8,7,3,4
NA,2,NA,NA,NA,NA,NA,NA,0,26,7,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,50,9,8,NA,NA,NA
0,3,3,-0.636315237860113,-0.5464822991222449,-0.3537754302614303,-0.2855091865516936,0.11114329953751388,1,52,11,8,2,5,5
0,3,3,0.35450399616610623,0.27706572553448167,-0.16280504031275692,-0.6094511762551581,0.2878075496884328,0,71,2,7,10,5,8
NA,2,NA,NA,NA,NA,NA,NA,1,47,5,10,NA,NA,NA
0,4,4,0.08428056870441007,0.27706572553448167,-0.16280504031275692,0.4703554560897234,-0.15385307568886453,0,59,5,7,6,8,6
0,2,2,0.08428056870441007,0.15941600772637787,-0.2582902352870936,-1.0413738291931107,0.2878075496884328,1,39,8,8,4,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,68,2,8,NA,NA,NA
NA,NA,2,0.26442952034554085,-0.6641320169303486,-0.8312014051331138,0.25439412962074714,0.7294681750657301,0,52,13,NA,10,7,5
NA,3,NA,NA,NA,NA,NA,NA,1,47,5,3,NA,NA,NA
-1,2,3,-0.8164641895012438,-0.0758834278898297,-0.2582902352870936,-0.2855091865516936,-0.33051732583978344,0,36,11,4,2,6,2
0,2,2,-0.45616628621898225,-0.19353314569793348,0.12365054461025315,-0.06954786008271732,0.022811174462054412,0,31,5,5,4,7,3
0,2,2,-0.2760173345778515,0.39471544334258546,0.02816534963591646,0.4703554560897234,-0.33051732583978344,0,36,11,3,4,5,7
