pintr_dif,polint_pre,polint_post,O_sd,C_sd,E_sd,A_sd,N_sd,male,age,education,ideology,W3_f15771a,W3_f15771f,W3_f15770d
NA,NA,NA,NA,NA,NA,NA,NA,1,53,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,63,9,NA,NA,NA,NA
-1,3,4,-0.636315237860113,-0.31118286350603724,-0.3537754302614303,0.25439412962074714,-0.15385307568886453,1,68,10,5,3,5,4
NA,NA,3,0.35450399616610623,-0.0758834278898297,0.7920469094306101,0.6863167825586997,-0.15385307568886453,0,45,13,2,9,6,8
0,3,3,-0.005793907116155319,0.04176628991827409,-0.449260625235767,0.14641346638625896,0.37613967476389226,0,46,5,2,10,3,6
0,3,3,0.8048763752689332,0.39471544334258546,0.12365054461025315,0.902278109027676,0.022811174462054412,1,45,9,3,10,9,9
0,2,2,-0.005793907116155319,0.7476645967668968,-0.16280504031275692,-0.2855091865516936,0.19947542461297335,0,27,5,10,2,8,9
NA,NA,NA,NA,NA,NA,NA,NA,0,26,12,5,NA,NA,NA
-1,3,4,0.4445784719866716,-0.42883258131414104,0.31462093455892653,-0.5014705130206699,-0.8605100762925403,1,21,9,NA,7,8,9
NA,NA,NA,NA,NA,NA,NA,NA,0,56,5,NA,NA,NA,NA
0,3,3,-0.0958683829367207,0.27706572553448167,0.6010765194819366,0.4703554560897234,0.8178003001411897,0,24,13,2,4,8,6
NA,NA,3,0.35450399616610623,0.7476645967668968,-0.449260625235767,0.14641346638625896,0.4644717998393518,1,42,5,8,5,8,10
-1,1,2,0.7148018994483678,-0.6641320169303486,-0.16280504031275692,0.14641346638625896,0.2878075496884328,0,64,13,4,8,9,10
0,3,3,-0.18594285875728608,0.04176628991827409,0.21913573958458984,0.03843280315177083,-0.4188494509152429,1,42,12,6,4,7,6
0,3,3,0.6247274236278024,0.27706572553448167,0.41010612953326325,0.5783361193242116,-0.15385307568886453,0,44,10,4,8,9,9
NA,NA,NA,NA,NA,NA,NA,NA,0,48,5,6,NA,NA,NA
-1,3,4,NA,0.15941600772637787,-0.6402310151844404,-0.17752852331720548,-0.33051732583978344,1,70,10,8,5,NA,7
NA,NA,3,-0.5462407620395476,-0.31118286350603724,-0.06731984533842024,-0.3934898497861818,-0.15385307568886453,0,40,9,7,3,5,5
NA,4,NA,NA,NA,NA,NA,NA,0,76,7,10,NA,NA,NA
0,3,3,-0.5462407620395476,0.5123651611506892,-1.2131421850304607,0.25439412962074714,0.4644717998393518,1,43,10,5,3,5,5
-1,3,4,0.6247274236278024,0.15941600772637787,-0.2582902352870936,-0.06954786008271732,-0.06552095061340506,1,59,5,3,10,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,56,5,2,NA,NA,NA
0,3,3,0.08428056870441007,-0.6641320169303486,0.31462093455892653,0.03843280315177083,-0.06552095061340506,0,85,11,6,5,7,8
NA,3,NA,NA,NA,NA,NA,NA,1,42,13,7,NA,NA,NA
1,3,2,0.26442952034554085,-0.19353314569793348,0.41010612953326325,0.4703554560897234,0.5528039249148112,0,44,9,7,9,8,5
1,4,3,0.35450399616610623,0.630014878958793,0.31462093455892653,-0.2855091865516936,-0.8605100762925403,1,51,10,8,4,10,9
NA,NA,NA,NA,NA,NA,NA,NA,0,38,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,61,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,55,5,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,34,4,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,20,9,6,NA,NA,NA
-1,2,3,-0.18594285875728608,-0.7817817347384524,-0.3537754302614303,-0.2855091865516936,-0.15385307568886453,0,65,12,2,7,5,5
NA,2,NA,NA,NA,NA,NA,NA,0,61,5,5,NA,NA,NA
0,4,4,0.6247274236278024,0.15941600772637787,0.6965617144562734,0.5783361193242116,0.11114329953751388,0,58,NA,5,9,9,8
1,2,1,0.985025326910064,NA,1.0785024943536201,0.902278109027676,-1.2138385765943782,0,20,5,5,10,10,10
0,3,3,0.26442952034554085,0.15941600772637787,0.41010612953326325,-0.3934898497861818,-0.8605100762925403,1,23,9,7,3,9,10
0,4,4,-0.005793907116155319,0.39471544334258546,0.21913573958458984,0.14641346638625896,-0.33051732583978344,1,35,10,7,4,7,8
0,3,3,0.4445784719866716,NA,0.02816534963591646,0.5783361193242116,0.022811174462054412,1,75,5,8,8,9,7
NA,NA,NA,NA,NA,NA,NA,NA,1,84,11,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,34,6,10,NA,NA,NA
0,2,2,-0.636315237860113,0.15941600772637787,-0.2582902352870936,-1.0413738291931107,-0.5955137010661619,1,37,13,4,6,3,3
NA,NA,NA,NA,NA,NA,NA,NA,0,30,13,3,NA,NA,NA
NA,NA,2,-0.7263897136806784,0.39471544334258546,0.5055913245075999,0.03843280315177083,0.2878075496884328,0,37,5,8,2,3,6
0,4,4,0.35450399616610623,-1.3700303237789713,0.5055913245075999,-0.17752852331720548,1.259460925518487,1,33,13,1,10,5,8
0,3,3,0.26442952034554085,-0.6641320169303486,-1.117656990056124,0.3623747928552353,0.11114329953751388,1,70,10,7,8,8,6
0,3,3,0.26442952034554085,0.7476645967668968,-0.2582902352870936,0.4703554560897234,0.37613967476389226,0,39,13,3,8,7,7
NA,NA,NA,NA,NA,NA,NA,NA,0,59,5,5,NA,NA,NA
1,4,3,0.08428056870441007,0.04176628991827409,-0.5447458202101036,-0.6094511762551581,-0.06552095061340506,1,65,6,7,5,8,7
NA,NA,NA,NA,NA,NA,NA,NA,0,38,5,5,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,0,54,13,7,NA,NA,NA
1,3,2,0.17435504452497544,-1.01708117035466,0.31462093455892653,0.25439412962074714,0.2878075496884328,1,33,13,3,8,7,6
NA,NA,NA,NA,NA,NA,NA,NA,0,68,3,10,NA,NA,NA
1,4,3,0.7148018994483678,0.04176628991827409,0.12365054461025315,-0.06954786008271732,0.9944645502921086,0,20,6,1,9,10,8
NA,NA,NA,NA,NA,NA,NA,NA,0,44,3,NA,NA,NA,NA
0,2,2,0.534652947807237,0.27706572553448167,0.41010612953326325,0.14641346638625896,-0.06552095061340506,0,21,NA,2,9,8,8
NA,NA,1,-0.3660918103984169,-0.5464822991222449,-1.2131421850304607,-0.2855091865516936,0.4644717998393518,1,24,3,10,5,7,3
0,3,3,NA,-0.0758834278898297,-0.2582902352870936,-0.06954786008271732,0.37613967476389226,1,74,5,8,NA,6,6
NA,NA,NA,NA,NA,NA,NA,NA,1,36,13,NA,NA,NA,NA
0,4,4,0.17435504452497544,-0.19353314569793348,-0.16280504031275692,-0.3934898497861818,-0.6838458261416214,1,31,10,6,6,7,8
NA,NA,NA,NA,NA,NA,NA,NA,1,66,5,3,NA,NA,NA
0,2,2,-0.9065386653218092,-0.6641320169303486,-0.5447458202101036,0.14641346638625896,-0.4188494509152429,0,49,5,5,1,5,3
NA,1,NA,NA,NA,NA,NA,NA,0,44,11,5,NA,NA,NA
0,3,3,-0.0958683829367207,0.27706572553448167,0.41010612953326325,-0.7174318394896462,0.4644717998393518,1,69,3,7,1,9,8
NA,2,NA,NA,NA,NA,NA,NA,0,32,5,7,NA,NA,NA
0,3,3,0.4445784719866716,NA,0.8875321044049467,-0.2855091865516936,-0.5071815759907023,1,22,9,4,6,10,8
0,4,4,0.7148018994483678,0.7476645967668968,0.5055913245075999,0.6863167825586997,-0.4188494509152429,0,64,5,8,9,10,8
0,2,2,0.4445784719866716,-0.19353314569793348,0.31462093455892653,0.25439412962074714,-0.9488422013679997,1,50,5,2,8,8,8
0,3,3,-0.636315237860113,0.27706572553448167,-0.3537754302614303,0.5783361193242116,-0.15385307568886453,0,65,3,8,5,5,2
0,2,2,0.4445784719866716,0.5123651611506892,0.6010765194819366,-0.17752852331720548,-0.8605100762925403,0,39,10,5,8,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,40,5,0,NA,NA,NA
0,3,3,-0.005793907116155319,0.27706572553448167,-0.2582902352870936,0.3623747928552353,-0.06552095061340506,1,28,8,5,8,6,5
0,4,4,-0.5462407620395476,0.27706572553448167,0.41010612953326325,0.4703554560897234,-0.06552095061340506,1,38,13,1,0,7,6
0,3,3,0.26442952034554085,0.5123651611506892,0.41010612953326325,0.5783361193242116,0.37613967476389226,0,56,12,3,5,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,69,7,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,23,12,8,NA,NA,NA
0,2,2,-0.45616628621898225,0.04176628991827409,0.5055913245075999,-0.06954786008271732,0.37613967476389226,0,45,12,6,2,6,6
-1,1,2,-0.45616628621898225,0.15941600772637787,0.41010612953326325,-0.5014705130206699,0.11114329953751388,1,61,2,NA,3,6,5
0,4,4,0.534652947807237,-0.5464822991222449,0.41010612953326325,-1.0413738291931107,0.906132425216649,0,28,12,2,9,8,8
0,3,3,0.4445784719866716,0.7476645967668968,-0.6402310151844404,-0.5014705130206699,0.37613967476389226,1,62,5,4,9,10,5
0,3,3,-0.45616628621898225,0.15941600772637787,0.02816534963591646,0.03843280315177083,-0.5071815759907023,1,25,12,6,2,5,7
0,3,3,0.26442952034554085,-0.31118286350603724,-0.06731984533842024,0.03843280315177083,0.37613967476389226,1,26,13,7,7,8,7
0,1,1,-0.5462407620395476,-0.42883258131414104,-1.2131421850304607,-0.9333931659586225,0.906132425216649,0,21,9,NA,7,4,2
0,2,2,-0.45616628621898225,-0.5464822991222449,-0.16280504031275692,-0.17752852331720548,0.2878075496884328,0,45,5,5,5,4,5
NA,3,NA,NA,NA,NA,NA,NA,1,45,13,6,NA,NA,NA
0,4,4,0.26442952034554085,0.15941600772637787,0.12365054461025315,-0.7174318394896462,-0.24218520076432398,1,54,5,10,6,8,8
0,4,4,0.35450399616610623,-0.5464822991222449,-0.6402310151844404,-1.2573351556620869,-0.06552095061340506,1,61,10,5,5,10,8
0,4,4,NA,NA,NA,NA,NA,0,74,6,3,NA,NA,NA
0,3,3,0.4445784719866716,-1.605329759395179,-0.8312014051331138,0.3623747928552353,-0.24218520076432398,1,77,5,2,8,8,8
0,4,4,0.4445784719866716,0.7476645967668968,-0.06731984533842024,0.902278109027676,-0.5071815759907023,1,75,12,4,8,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,52,10,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,63,11,10,NA,NA,NA
0,2,2,-0.2760173345778515,-0.31118286350603724,0.41010612953326325,0.25439412962074714,0.19947542461297335,0,19,9,8,5,5,6
0,3,3,-0.2760173345778515,-0.5464822991222449,-0.5447458202101036,-0.06954786008271732,0.19947542461297335,1,47,5,5,5,5,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,78,13,8,NA,NA,NA
0,4,4,-0.5462407620395476,-0.19353314569793348,-1.0221717950817872,0.03843280315177083,0.022811174462054412,1,43,13,3,3,6,4
NA,NA,NA,NA,NA,NA,NA,NA,0,45,10,10,NA,NA,NA
0,3,3,-0.18594285875728608,0.04176628991827409,0.6965617144562734,-0.6094511762551581,0.11114329953751388,1,29,5,0,5,3,9
NA,3,NA,-0.2760173345778515,-0.19353314569793348,-0.449260625235767,0.3623747928552353,0.7294681750657301,0,68,7,6,2,7,7
0,3,3,NA,NA,NA,NA,NA,0,65,5,5,NA,NA,NA
0,3,3,-0.005793907116155319,0.15941600772637787,-0.2582902352870936,-1.0413738291931107,0.7294681750657301,1,62,13,3,9,5,5
0,2,2,0.08428056870441007,0.27706572553448167,-0.5447458202101036,-0.6094511762551581,0.5528039249148112,1,63,5,5,3,9,8
NA,2,NA,NA,NA,NA,NA,NA,0,31,13,2,NA,NA,NA
0,3,3,-0.8164641895012438,0.39471544334258546,0.21913573958458984,-0.6094511762551581,0.2878075496884328,1,57,5,10,2,3,5
-1,3,4,0.8949508510894986,0.27706572553448167,0.8875321044049467,0.4703554560897234,0.37613967476389226,0,18,3,0,10,10,9
0,4,4,-0.8164641895012438,0.39471544334258546,0.8875321044049467,-0.06954786008271732,-0.4188494509152429,1,53,11,2,0,2,8
0,4,4,-0.5462407620395476,-0.31118286350603724,-0.8312014051331138,-0.8254125027241344,-0.06552095061340506,1,33,13,8,3,4,6
NA,NA,3,0.4445784719866716,0.7476645967668968,0.12365054461025315,0.902278109027676,-0.8605100762925403,1,74,10,5,7,10,7
NA,NA,NA,NA,NA,NA,NA,NA,1,51,13,8,NA,NA,NA
0,4,4,-0.3660918103984169,0.39471544334258546,0.31462093455892653,0.3623747928552353,0.11114329953751388,1,77,7,6,1,7,7
NA,NA,2,0.7148018994483678,0.7476645967668968,-0.3537754302614303,0.5783361193242116,-0.06552095061340506,0,50,5,8,7,10,10
NA,NA,3,-0.7263897136806784,0.630014878958793,0.12365054461025315,0.3623747928552353,0.11114329953751388,0,47,9,5,5,4,2
NA,3,NA,NA,NA,NA,NA,NA,1,59,10,4,NA,NA,NA
-1,3,4,0.17435504452497544,-0.6641320169303486,0.21913573958458984,0.902278109027676,-0.06552095061340506,0,69,7,7,9,7,5
NA,4,NA,NA,NA,NA,NA,NA,1,46,12,3,NA,NA,NA
0,4,4,0.17435504452497544,0.7476645967668968,0.8875321044049467,-0.06954786008271732,-0.4188494509152429,1,53,10,8,6,7,8
NA,NA,NA,NA,NA,NA,NA,NA,1,59,11,7,NA,NA,NA
-1,1,2,-0.3660918103984169,-0.0758834278898297,0.6010765194819366,-0.9333931659586225,-0.15385307568886453,1,28,8,7,3,4,8
NA,NA,3,0.17435504452497544,-0.0758834278898297,0.5055913245075999,0.25439412962074714,-0.5955137010661619,0,49,5,9,10,10,1
0,3,3,0.17435504452497544,-0.19353314569793348,0.12365054461025315,0.25439412962074714,0.37613967476389226,0,34,13,2,8,7,6
0,3,3,0.35450399616610623,0.27706572553448167,0.6965617144562734,-0.06954786008271732,-0.7721779512170808,0,56,10,6,8,8,7
NA,3,NA,NA,NA,NA,NA,NA,1,19,9,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,74,5,5,NA,NA,NA
-1,1,2,-0.2760173345778515,-0.42883258131414104,-0.2582902352870936,0.4703554560897234,1.082796675367568,0,18,3,NA,7,5,4
0,2,2,-1.08668761696294,0.5123651611506892,0.12365054461025315,0.14641346638625896,0.022811174462054412,0,36,8,5,1,4,2
0,3,3,0.35450399616610623,-0.31118286350603724,-0.7357162101587771,-0.06954786008271732,0.8178003001411897,0,50,10,6,8,8,7
NA,NA,NA,NA,NA,NA,NA,NA,0,20,13,NA,NA,NA,NA
0,4,4,-0.2760173345778515,-0.5464822991222449,-0.8312014051331138,-0.6094511762551581,-0.5955137010661619,1,42,12,8,2,6,8
0,2,2,0.534652947807237,0.27706572553448167,0.8875321044049467,0.3623747928552353,-0.6838458261416214,0,50,5,NA,5,10,10
0,4,4,0.08428056870441007,0.7476645967668968,-0.16280504031275692,0.902278109027676,-0.5071815759907023,1,72,10,5,3,10,7
NA,NA,3,-0.005793907116155319,-0.0758834278898297,-0.449260625235767,-0.06954786008271732,-0.33051732583978344,0,59,7,10,7,7,5
0,3,3,0.35450399616610623,-0.5464822991222449,0.02816534963591646,-0.6094511762551581,0.11114329953751388,0,58,5,5,7,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,45,7,4,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,1,55,5,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,27,11,NA,NA,NA,NA
0,2,2,0.985025326910064,0.630014878958793,0.9830172993792834,0.14641346638625896,-0.6838458261416214,0,56,9,5,10,10,10
NA,NA,NA,NA,NA,NA,NA,NA,0,22,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,28,10,3,NA,NA,NA
0,2,2,-0.005793907116155319,-0.8994314525465562,0.41010612953326325,0.25439412962074714,-0.4188494509152429,0,19,6,4,7,6,6
-1,2,3,0.17435504452497544,0.39471544334258546,0.21913573958458984,-0.5014705130206699,0.11114329953751388,1,26,5,7,4,10,7
NA,NA,NA,NA,NA,NA,NA,NA,0,58,5,NA,NA,NA,NA
0,4,4,-0.45616628621898225,-0.6641320169303486,-0.16280504031275692,0.03843280315177083,-0.15385307568886453,0,79,7,0,10,3,1
NA,NA,3,-0.45616628621898225,-0.8994314525465562,-0.06731984533842024,-0.17752852331720548,-0.15385307568886453,0,51,5,8,0,7,7
0,2,2,-0.2760173345778515,-0.42883258131414104,0.12365054461025315,-0.17752852331720548,0.19947542461297335,0,55,7,9,3,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,67,2,4,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,1,61,7,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,58,2,0,NA,NA,NA
0,2,2,0.35450399616610623,-0.0758834278898297,-0.6402310151844404,-0.06954786008271732,0.37613967476389226,1,18,3,NA,9,7,7
0,4,4,-0.9065386653218092,0.15941600772637787,-0.3537754302614303,0.14641346638625896,0.8178003001411897,1,78,5,9,1,4,4
NA,NA,NA,NA,NA,NA,NA,NA,1,41,13,0,NA,NA,NA
0,3,3,0.26442952034554085,0.04176628991827409,0.12365054461025315,0.25439412962074714,-0.33051732583978344,0,61,11,NA,8,8,6
1,3,2,-1.4469855202452016,-1.1347308881627638,-0.3537754302614303,-0.2855091865516936,-0.7721779512170808,1,22,5,5,0,3,0
0,3,3,0.08428056870441007,-0.19353314569793348,-0.3537754302614303,-0.06954786008271732,0.4644717998393518,1,53,12,4,7,7,6
0,3,3,0.4445784719866716,NA,NA,-0.2855091865516936,NA,1,84,9,8,8,9,7
0,3,3,0.4445784719866716,0.27706572553448167,-0.16280504031275692,-0.17752852331720548,0.2878075496884328,0,58,10,7,8,8,8
-1,3,4,0.17435504452497544,0.5123651611506892,0.12365054461025315,-0.17752852331720548,-0.33051732583978344,1,29,12,3,8,5,8
NA,NA,NA,NA,NA,NA,NA,NA,0,29,7,0,NA,NA,NA
0,2,2,-0.5462407620395476,0.5123651611506892,0.8875321044049467,0.14641346638625896,-0.33051732583978344,0,33,5,5,3,3,7
0,3,3,-0.9966131411423745,-0.7817817347384524,-0.16280504031275692,-0.3934898497861818,0.022811174462054412,1,66,5,7,2,3,3
0,3,3,0.8949508510894986,0.7476645967668968,0.12365054461025315,-0.7174318394896462,0.19947542461297335,1,37,5,10,10,10,9
1,3,2,0.17435504452497544,-0.6641320169303486,0.6010765194819366,0.6863167825586997,0.8178003001411897,0,84,5,0,10,7,4
NA,NA,NA,NA,NA,NA,NA,NA,1,50,11,7,NA,NA,NA
0,2,2,-1.08668761696294,-0.5464822991222449,0.31462093455892653,-0.7174318394896462,-0.5071815759907023,1,NA,11,8,2,1,4
NA,NA,3,-0.18594285875728608,0.5123651611506892,0.31462093455892653,-0.06954786008271732,-0.5071815759907023,1,24,8,7,4,5,8
0,2,2,0.534652947807237,0.7476645967668968,-0.449260625235767,0.03843280315177083,0.11114329953751388,0,63,9,5,10,5,10
0,3,3,0.17435504452497544,-0.5464822991222449,-0.16280504031275692,0.5783361193242116,0.37613967476389226,0,66,5,5,7,7,7
0,3,3,-0.0958683829367207,0.5123651611506892,-0.6402310151844404,0.3623747928552353,0.2878075496884328,0,55,7,7,3,10,5
NA,NA,NA,NA,NA,NA,NA,NA,1,32,10,5,NA,NA,NA
NA,NA,2,-0.7263897136806784,0.27706572553448167,-0.2582902352870936,0.3623747928552353,-0.4188494509152429,0,19,5,5,5,5,1
NA,NA,3,0.17435504452497544,0.27706572553448167,-0.3537754302614303,-0.8254125027241344,1.3477930505939464,1,35,11,7,3,9,9
NA,NA,3,0.35450399616610623,0.5123651611506892,-0.2582902352870936,-0.3934898497861818,0.6411360499902706,1,40,11,8,4,10,9
NA,NA,4,-0.0958683829367207,-0.6641320169303486,0.21913573958458984,-0.17752852331720548,-0.33051732583978344,1,71,7,8,5,5,8
0,3,3,0.26442952034554085,0.27706572553448167,-0.3537754302614303,-0.06954786008271732,0.4644717998393518,0,74,5,8,8,9,5
0,3,3,-0.636315237860113,0.630014878958793,-0.2582902352870936,-0.17752852331720548,0.022811174462054412,0,41,12,7,0,4,8
0,3,3,0.08428056870441007,-0.0758834278898297,-0.2582902352870936,0.25439412962074714,0.2878075496884328,1,39,9,8,7,8,5
0,2,2,-0.3660918103984169,-0.31118286350603724,-0.16280504031275692,-0.3934898497861818,0.022811174462054412,1,58,2,5,1,7,7
0,3,3,0.4445784719866716,0.04176628991827409,0.41010612953326325,0.25439412962074714,-0.24218520076432398,0,41,5,1,8,9,7
0,3,3,-0.3660918103984169,-0.31118286350603724,0.02816534963591646,-0.17752852331720548,-0.06552095061340506,1,37,5,7,3,5,7
NA,2,NA,NA,NA,NA,NA,NA,1,43,5,6,NA,NA,NA
0,3,3,0.26442952034554085,-0.19353314569793348,0.9830172993792834,0.3623747928552353,0.7294681750657301,0,40,5,5,9,8,5
-1,2,3,-0.3660918103984169,-1.01708117035466,-0.3537754302614303,NA,0.022811174462054412,1,27,5,5,5,5,5
0,3,3,-0.2760173345778515,0.27706572553448167,0.21913573958458984,0.3623747928552353,-0.6838458261416214,0,25,12,1,1,9,6
0,2,2,0.8048763752689332,0.27706572553448167,-0.5447458202101036,-0.17752852331720548,0.37613967476389226,0,53,5,NA,10,10,8
NA,NA,NA,NA,NA,NA,NA,NA,1,19,9,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,51,5,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,52,7,NA,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,0,54,5,6,NA,NA,NA
NA,NA,3,0.17435504452497544,0.04176628991827409,0.8875321044049467,0.4703554560897234,-0.24218520076432398,0,67,7,5,4,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,49,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,28,12,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,33,13,3,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,1,42,12,7,NA,NA,NA
1,4,3,-0.0958683829367207,0.39471544334258546,0.8875321044049467,-0.3934898497861818,-0.5071815759907023,0,30,13,2,5,5,8
1,3,2,-0.3660918103984169,-0.0758834278898297,0.12365054461025315,0.14641346638625896,0.022811174462054412,0,20,5,6,1,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,34,9,2,NA,NA,NA
0,3,3,0.8048763752689332,-0.8994314525465562,-0.6402310151844404,-0.17752852331720548,0.4644717998393518,1,23,9,2,9,10,9
NA,NA,NA,NA,NA,NA,NA,NA,1,42,13,6,NA,NA,NA
0,2,2,-0.8164641895012438,-0.5464822991222449,-0.06731984533842024,0.3623747928552353,-0.33051732583978344,1,32,11,7,6,2,2
0,4,4,-0.9065386653218092,0.04176628991827409,-0.2582902352870936,-0.2855091865516936,-0.5955137010661619,1,54,11,8,2,2,5
1,3,2,-0.3660918103984169,-0.19353314569793348,-0.7357162101587771,-0.7174318394896462,-0.24218520076432398,1,23,13,7,2,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,56,5,8,NA,NA,NA
0,3,3,-0.005793907116155319,0.5123651611506892,0.7920469094306101,0.03843280315177083,-0.5071815759907023,1,38,13,7,5,7,7
NA,NA,3,-0.3660918103984169,0.7476645967668968,-0.3537754302614303,0.902278109027676,0.8178003001411897,0,72,5,4,5,5,5
NA,NA,NA,NA,NA,NA,NA,NA,0,36,13,2,NA,NA,NA
NA,NA,3,0.08428056870441007,-1.1347308881627638,-0.16280504031275692,0.5783361193242116,0.906132425216649,0,19,6,2,10,6,4
0,3,3,NA,NA,NA,NA,NA,0,60,7,5,NA,NA,NA
NA,NA,3,-0.0958683829367207,0.15941600772637787,0.5055913245075999,0.03843280315177083,0.4644717998393518,1,26,11,7,5,7,6
0,3,3,0.534652947807237,-0.19353314569793348,0.5055913245075999,0.902278109027676,-0.5955137010661619,1,71,10,5,9,10,6
NA,NA,NA,NA,NA,NA,NA,NA,1,44,13,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,26,13,0,NA,NA,NA
NA,NA,2,0.534652947807237,0.04176628991827409,-0.8312014051331138,-0.06954786008271732,-0.33051732583978344,0,38,5,1,10,8,7
NA,NA,NA,NA,NA,NA,NA,NA,0,42,5,NA,NA,NA,NA
0,3,3,-0.9966131411423745,-0.31118286350603724,-1.0221717950817872,-0.17752852331720548,0.6411360499902706,1,22,8,7,0,3,5
0,3,3,-0.3660918103984169,0.15941600772637787,0.21913573958458984,-0.3934898497861818,-0.06552095061340506,1,82,5,5,4,5,6
NA,3,NA,NA,NA,NA,NA,NA,1,38,13,5,NA,NA,NA
1,3,2,-0.005793907116155319,0.27706572553448167,0.21913573958458984,0.14641346638625896,-0.33051732583978344,0,24,5,5,2,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,63,4,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,23,12,3,NA,NA,NA
-1,3,4,-0.9966131411423745,-0.5464822991222449,-0.5447458202101036,0.14641346638625896,0.022811174462054412,0,72,5,8,2,2,4
NA,NA,NA,NA,NA,NA,NA,NA,0,46,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,25,5,7,NA,NA,NA
0,2,2,NA,NA,NA,NA,NA,1,87,6,5,0,NA,NA
0,2,2,0.26442952034554085,-0.31118286350603724,0.12365054461025315,-0.5014705130206699,0.022811174462054412,1,44,5,NA,4,9,9
0,4,4,0.8048763752689332,0.39471544334258546,0.6965617144562734,-0.5014705130206699,0.7294681750657301,0,51,11,NA,10,10,8
-1,3,4,0.35450399616610623,0.5123651611506892,0.12365054461025315,-0.7174318394896462,0.11114329953751388,1,47,10,8,6,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,36,12,2,NA,NA,NA
0,3,3,0.26442952034554085,-0.0758834278898297,0.31462093455892653,-0.06954786008271732,-0.06552095061340506,1,60,11,4,8,7,7
-1,3,4,0.6247274236278024,0.15941600772637787,0.5055913245075999,0.4703554560897234,-0.06552095061340506,0,63,9,0,10,9,7
-1,3,4,0.7148018994483678,-0.0758834278898297,0.41010612953326325,-1.2573351556620869,0.11114329953751388,1,71,6,8,7,10,10
0,2,2,-1.1767620927835054,0.39471544334258546,0.7920469094306101,0.03843280315177083,-0.06552095061340506,0,43,5,5,2,2,2
0,3,3,0.26442952034554085,0.5123651611506892,0.21913573958458984,0.902278109027676,-0.06552095061340506,0,32,5,6,8,7,7
0,3,3,-0.005793907116155319,0.15941600772637787,-0.16280504031275692,0.03843280315177083,0.2878075496884328,0,70,9,5,5,7,7
0,3,3,0.17435504452497544,-0.0758834278898297,-0.16280504031275692,0.14641346638625896,-0.15385307568886453,1,49,13,6,7,7,7
0,3,3,0.26442952034554085,-0.0758834278898297,0.21913573958458984,0.14641346638625896,0.6411360499902706,0,27,12,8,6,8,8
NA,NA,3,-0.7263897136806784,0.15941600772637787,0.6965617144562734,-0.06954786008271732,-0.15385307568886453,1,21,8,8,5,3,3
0,3,3,0.17435504452497544,-0.8994314525465562,0.02816534963591646,0.03843280315177083,0.37613967476389226,0,45,11,2,8,7,6
0,3,3,0.35450399616610623,0.04176628991827409,0.02816534963591646,0.25439412962074714,-0.5955137010661619,0,59,5,6,7,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,48,4,5,NA,NA,NA
1,4,3,-0.18594285875728608,0.15941600772637787,-0.7357162101587771,-0.2855091865516936,0.7294681750657301,1,58,5,3,6,7,4
