election,placebo,pintr,pintr_placebo,male,age,edu,ideology,O_sd,C_sd,E_sd,A_sd,N_sd,p09c64,p09c69
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,5,0,66,1,5,-0.7498847095270236,0.03215883270365715,0.6326754512769124,0.06227540579901044,-0.43236252201148023,7,0
NA,NA,2,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,5,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,7,0,52,4,5,0.32194565528553626,0.19609044331498324,0.234787341586881,0.06227540579901044,0.43795351308906133,8,7
NA,NA,NA,8,1,45,10,5,0.05398806408239635,0.8518168857602868,0.8979341910702665,0.2391320955133061,1.018164203156089,8,5
NA,NA,NA,NA,0,56,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,1,55,4,8,-0.21396952712074355,0.6878852751489608,-0.16310076810315038,-0.11458128391528485,-1.3026785571120216,5,6
NA,NA,6,6,0,25,6,3,-0.34794832272231363,0.03215883270365715,0.8979341910702665,0.5928454749418971,0.0027954955387905684,9,1
NA,NA,8,9,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,4,0,45,4,9,0.7238820420902462,0.19609044331498324,0.8979341910702665,0.2391320955133061,0.43795351308906133,9,9
0,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,4,1,61,1,4,-0.8838635051285936,0.03215883270365715,0.7653048211735893,-0.6451513530581715,-0.14225717697796647,4,2
NA,NA,4,NA,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,5,7,0,56,7,4,-0.07999073151917374,0.03215883270365715,-0.16310076810315038,-0.4682946633438758,-0.14225717697796647,7,5
NA,NA,NA,NA,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,2,0,55,10,5,-0.07999073151917374,-1.1153624415756243,-0.2957301379998273,0.4159887852276018,-0.14225717697796647,5,7
NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,0,2,0,60,4,NA,-0.34794832272231363,0.03215883270365715,0.234787341586881,-0.4682946633438758,-0.43236252201148023,7,3
NA,NA,8,6,0,73,1,NA,0.4559244508871063,0.03215883270365715,-0.5609888777931816,0.7697021646561928,0.0027954955387905684,9,7
1,NA,6,5,1,78,4,NA,0.32194565528553626,0.8518168857602868,0.8979341910702665,1.1234155440847837,-1.1576258845952647,5,10
NA,NA,10,8,0,79,2,9,-0.8838635051285936,-0.29570438851899467,-1.09150635737989,-0.6451513530581715,0.2929008405723043,3,3
NA,NA,7,8,1,71,4,3,-0.34794832272231363,0.03215883270365715,0.3674167114835582,-0.11458128391528485,0.43795351308906133,6,4
1,NA,9,10,0,70,10,3,0.7238820420902462,-0.6235676097416465,-0.4283595078965045,0.4159887852276018,-0.28730984949472316,9,9
NA,NA,NA,5,1,58,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,57,9,3,0.18796685968396615,0.360022053926309,0.6326754512769124,-0.2914379736295805,0.43795351308906133,7,7
NA,NA,7,7,1,34,10,4,-0.07999073151917374,0.19609044331498324,0.7653048211735893,0.2391320955133061,0.2929008405723043,7,5
NA,NA,5,8,0,31,6,2,0.5899032464886761,0.6878852751489608,0.7653048211735893,0.06227540579901044,0.0027954955387905684,7,10
NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,3,0,36,7,4,0.5899032464886761,-0.6235676097416465,-0.4283595078965045,0.4159887852276018,-0.14225717697796647,8,9
NA,NA,8,7,1,80,4,4,0.05398806408239635,-0.29570438851899467,-0.4283595078965045,0.2391320955133061,-0.14225717697796647,8,5
NA,NA,NA,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,4,2,0,45,4,NA,-0.4819271183238836,0.523953664537635,0.8979341910702665,0.2391320955133061,0.1478481680555473,4,5
NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,8,1,51,8,2,-0.34794832272231363,-0.7874992203529724,0.234787341586881,0.06227540579901044,-0.28730984949472316,5,5
NA,NA,NA,NA,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,51,1,3,-0.8838635051285936,-0.7874992203529724,-0.8262476175865359,NA,-0.43236252201148023,5,1
NA,NA,8,8,1,70,4,7,-0.07999073151917374,0.360022053926309,0.5000460813802351,0.06227540579901044,0.43795351308906133,7,5
NA,NA,7,7,0,68,4,6,-0.21396952712074355,0.03215883270365715,-0.4283595078965045,0.2391320955133061,-0.14225717697796647,6,5
NA,NA,8,8,0,80,4,8,-0.07999073151917374,0.523953664537635,-0.4283595078965045,0.5928454749418971,0.1478481680555473,7,5
NA,NA,NA,NA,1,49,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,0,48,7,NA,-1.0178423007301636,-0.29570438851899467,-0.5609888777931816,-0.822008042772467,0.1478481680555473,3,2
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,5,5,1,38,4,5,0.32194565528553626,-0.7874992203529724,0.3674167114835582,-0.4682946633438758,-0.14225717697796647,9,6
0,NA,0,3,0,32,6,NA,0.9918396332933861,0.19609044331498324,0.6326754512769124,-0.2914379736295805,-0.14225717697796647,10,10
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,4,0,80,4,6,-0.4819271183238836,0.8518168857602868,-0.16310076810315038,0.06227540579901044,0.2929008405723043,7,2
NA,NA,10,10,0,85,6,5,0.32194565528553626,-0.7874992203529724,0.3674167114835582,-0.4682946633438758,-0.722467867044994,8,7
NA,NA,5,6,0,31,4,7,-0.21396952712074355,0.19609044331498324,0.234787341586881,0.06227540579901044,0.1478481680555473,7,4
NA,NA,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,6,0,51,4,5,-0.6159059139254536,0.03215883270365715,0.6326754512769124,0.06227540579901044,-0.14225717697796647,6,2
NA,NA,7,7,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,49,6,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,7,NA,1,49,10,7,-0.21396952712074355,0.03215883270365715,-0.030471398206473158,-0.11458128391528485,0.43795351308906133,7,4
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,6,0,53,4,6,0.05398806408239635,-0.6235676097416465,0.6326754512769124,0.06227540579901044,-0.43236252201148023,8,5
NA,NA,3,7,0,21,0,6,0.5899032464886761,-0.1317727779076686,0.6326754512769124,-0.4682946633438758,0.0027954955387905684,7,10
NA,0,0,0,1,18,0,3,-0.6159059139254536,-0.4596359991303204,0.6326754512769124,0.946558854370488,0.2929008405723043,8,0
NA,NA,5,4,1,54,4,5,0.05398806408239635,0.360022053926309,-0.2957301379998273,-0.11458128391528485,0.2929008405723043,7,6
NA,NA,0,0,0,26,1,NA,-0.07999073151917374,-0.7874992203529724,-0.4283595078965045,-0.2914379736295805,-0.14225717697796647,7,5
NA,NA,8,8,0,78,2,NA,0.32194565528553626,0.6878852751489608,0.5000460813802351,0.5928454749418971,0.2929008405723043,8,7
NA,NA,3,5,1,45,8,5,-0.8838635051285936,0.360022053926309,0.6326754512769124,0.5928454749418971,0.5830061856058181,5,1
NA,NA,8,8,0,43,6,4,0.4559244508871063,0.523953664537635,0.6326754512769124,0.7697021646561928,0.43795351308906133,8,8
NA,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,48,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,1,42,4,NA,0.5899032464886761,0.19609044331498324,-0.16310076810315038,-0.11458128391528485,-0.5774151945282371,9,8
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,37,4,5,-0.34794832272231363,0.19609044331498324,0.3674167114835582,-0.4682946633438758,0.1478481680555473,8,2
NA,NA,5,NA,1,37,8,4,-0.4819271183238836,-0.7874992203529724,-0.030471398206473158,-0.2914379736295805,-0.28730984949472316,6,3
NA,1,8,7,1,63,9,6,0.5899032464886761,0.19609044331498324,0.6326754512769124,-0.2914379736295805,0.0027954955387905684,9,8
NA,NA,5,6,0,61,4,5,0.4559244508871063,0.03215883270365715,0.10215797169020377,-0.2914379736295805,0.0027954955387905684,7,9
NA,NA,9,8,0,33,4,2,-0.6159059139254536,0.6878852751489608,0.6326754512769124,0.4159887852276018,-0.722467867044994,5,3
1,NA,7,9,1,37,10,3,0.4559244508871063,0.19609044331498324,0.5000460813802351,0.5928454749418971,0.5830061856058181,9,7
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,60,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,6,1,65,7,6,-0.21396952712074355,-0.4596359991303204,0.234787341586881,-0.4682946633438758,0.0027954955387905684,5,6
NA,NA,NA,NA,0,64,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,NA,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,5,0,64,7,2,-0.21396952712074355,-0.7874992203529724,-0.2957301379998273,-0.822008042772467,-0.28730984949472316,7,4
NA,NA,9,8,1,64,6,4,-0.07999073151917374,-0.6235676097416465,-0.2957301379998273,-0.11458128391528485,0.1478481680555473,5,7
NA,NA,8,9,1,71,4,9,-0.8838635051285936,0.19609044331498324,-0.2957301379998273,0.06227540579901044,0.2929008405723043,5,1
NA,1,4,5,0,48,4,5,-1.1518210963317335,-0.4596359991303204,0.5000460813802351,-0.11458128391528485,-0.14225717697796647,4,0
NA,NA,NA,NA,0,21,2,5,-0.4819271183238836,0.523953664537635,0.3674167114835582,0.4159887852276018,0.0027954955387905684,5,4
NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,38,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,7,0,36,4,5,0.32194565528553626,0.360022053926309,0.7653048211735893,0.2391320955133061,0.2929008405723043,7,8
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,77,4,6,0.7238820420902462,-1.1153624415756243,-0.030471398206473158,0.5928454749418971,-1.3026785571120216,8,10
NA,NA,3,3,0,52,4,NA,0.05398806408239635,-0.1317727779076686,-0.4283595078965045,-0.11458128391528485,0.5830061856058181,10,3
NA,NA,1,0,0,42,4,NA,-0.7498847095270236,0.19609044331498324,-0.6936182476898587,0.06227540579901044,0.43795351308906133,4,3
NA,NA,NA,NA,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,1,45,7,8,-0.34794832272231363,0.360022053926309,0.6326754512769124,0.4159887852276018,0.2929008405723043,6,4
NA,NA,NA,NA,0,40,4,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,1,1,46,4,5,0.32194565528553626,0.6878852751489608,0.6326754512769124,-1.1757214222010581,0.0027954955387905684,8,7
NA,NA,NA,NA,0,43,7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,1,50,9,7,-0.21396952712074355,-0.1317727779076686,-0.6936182476898587,-0.11458128391528485,0.2929008405723043,8,3
NA,NA,9,10,1,52,3,0,-0.34794832272231363,0.8518168857602868,0.8979341910702665,1.1234155440847837,-0.43236252201148023,10,0
NA,NA,0,3,0,52,1,0,0.857860837691816,0.523953664537635,-0.2957301379998273,0.7697021646561928,0.43795351308906133,9,10
NA,NA,0,0,0,22,0,NA,0.18796685968396615,0.03215883270365715,0.6326754512769124,NA,0.2929008405723043,9,5
NA,NA,5,3,0,20,0,10,0.4559244508871063,0.8518168857602868,0.8979341910702665,0.7697021646561928,-0.722467867044994,10,6
NA,NA,5,3,1,52,9,NA,-0.6159059139254536,-0.4596359991303204,-0.5609888777931816,0.7697021646561928,-0.722467867044994,7,1
NA,NA,9,6,0,59,4,6,-0.07999073151917374,-0.6235676097416465,0.8979341910702665,-0.2914379736295805,0.5830061856058181,7,5
NA,NA,8,8,1,64,10,7,-1.2857998919333034,0.8518168857602868,-0.2957301379998273,0.5928454749418971,0.8731115306393318,3,0
1,NA,7,8,1,30,10,7,-0.21396952712074355,0.03215883270365715,-0.030471398206473158,-0.2914379736295805,0.0027954955387905684,5,6
NA,NA,7,2,0,25,6,5,0.4559244508871063,-0.1317727779076686,0.234787341586881,-0.4682946633438758,-0.5774151945282371,8,8
NA,NA,4,6,1,17,1,NA,0.18796685968396615,-0.6235676097416465,0.234787341586881,-0.4682946633438758,0.2929008405723043,9,5
NA,NA,4,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,9,1,62,5,2,-0.07999073151917374,0.03215883270365715,0.234787341586881,-0.11458128391528485,0.2929008405723043,6,6
NA,NA,NA,NA,0,61,2,4,-0.34794832272231363,0.19609044331498324,0.3674167114835582,0.4159887852276018,-0.722467867044994,6,4
NA,NA,8,NA,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,66,4,5,0.32194565528553626,0.8518168857602868,0.10215797169020377,0.5928454749418971,0.5830061856058181,5,10
0,1,8,8,1,59,10,3,0.7238820420902462,-0.4596359991303204,0.234787341586881,-0.6451513530581715,-0.28730984949472316,8,10
0,1,2,3,0,56,5,7,-0.6159059139254536,-0.1317727779076686,0.5000460813802351,-0.2914379736295805,0.43795351308906133,5,3
1,NA,6,8,1,86,4,4,-0.34794832272231363,-0.29570438851899467,-0.4283595078965045,0.4159887852276018,-0.28730984949472316,7,3
0,NA,4,6,0,84,2,5,-0.34794832272231363,0.19609044331498324,-0.030471398206473158,0.2391320955133061,-0.28730984949472316,5,5
1,NA,9,10,1,49,10,5,-0.21396952712074355,0.523953664537635,0.6326754512769124,-0.6451513530581715,0.5830061856058181,6,5
NA,NA,NA,NA,0,48,6,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,9,0,19,1,4,0.5899032464886761,-0.29570438851899467,0.3674167114835582,0.06227540579901044,0.43795351308906133,9,8
0,NA,3,5,0,17,0,NA,-0.6159059139254536,-0.1317727779076686,0.10215797169020377,-0.4682946633438758,-0.14225717697796647,5,3
NA,0,2,6,1,39,4,6,0.5899032464886761,-0.6235676097416465,-0.030471398206473158,0.06227540579901044,-0.28730984949472316,9,8
NA,NA,2,5,1,44,8,7,0.05398806408239635,-0.29570438851899467,0.7653048211735893,0.4159887852276018,0.0027954955387905684,8,5
NA,NA,10,10,1,51,9,3,-0.4819271183238836,0.360022053926309,-0.2957301379998273,0.2391320955133061,0.0027954955387905684,7,2
NA,NA,6,8,0,50,6,4,0.4559244508871063,0.523953664537635,0.5000460813802351,0.06227540579901044,-0.43236252201148023,7,9
NA,NA,6,4,0,22,6,2,0.857860837691816,-0.1317727779076686,-0.4283595078965045,-0.11458128391528485,0.1478481680555473,10,9
NA,NA,7,7,1,19,1,4,-0.21396952712074355,-0.4596359991303204,0.3674167114835582,0.4159887852276018,-0.5774151945282371,8,3
NA,NA,5,7,0,17,1,NA,-0.8838635051285936,0.523953664537635,-0.030471398206473158,-0.2914379736295805,0.2929008405723043,4,2
NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,3,3,0,45,7,5,-0.07999073151917374,0.19609044331498324,-0.5609888777931816,0.06227540579901044,-0.14225717697796647,5,7
NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,10,1,57,4,3,0.05398806408239635,-0.29570438851899467,0.7653048211735893,0.4159887852276018,0.2929008405723043,9,4
NA,NA,10,10,1,70,10,6,0.7238820420902462,0.360022053926309,0.234787341586881,-0.2914379736295805,0.2929008405723043,8,10
NA,NA,7,7,0,64,4,5,-0.21396952712074355,0.03215883270365715,0.5000460813802351,-0.11458128391528485,0.2929008405723043,5,6
NA,NA,7,7,0,32,10,3,-0.21396952712074355,0.03215883270365715,0.234787341586881,-0.11458128391528485,-0.5774151945282371,4,7
NA,NA,8,8,0,53,10,5,-0.07999073151917374,-0.29570438851899467,0.8979341910702665,0.7697021646561928,0.0027954955387905684,10,2
NA,NA,7,5,1,47,7,3,0.9918396332933861,0.523953664537635,0.8979341910702665,1.1234155440847837,0.8731115306393318,10,10
NA,NA,5,6,0,47,4,4,0.32194565528553626,-0.1317727779076686,0.6326754512769124,0.4159887852276018,0.2929008405723043,8,7
NA,0,3,NA,1,17,0,NA,0.857860837691816,-0.7874992203529724,0.6326754512769124,0.5928454749418971,0.1478481680555473,10,9
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,65,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,5,0,63,4,NA,0.05398806408239635,0.8518168857602868,0.8979341910702665,0.7697021646561928,-1.1576258845952647,5,8
NA,NA,NA,NA,1,58,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,7,0,51,4,4,-0.07999073151917374,-0.29570438851899467,-0.5609888777931816,-0.11458128391528485,0.2929008405723043,7,5
NA,NA,8,7,0,20,1,3,-0.34794832272231363,-0.7874992203529724,0.3674167114835582,0.2391320955133061,0.1478481680555473,3,7
NA,NA,8,8,1,18,1,2,-0.7498847095270236,-1.27929405218695,-0.6936182476898587,-0.2914379736295805,-0.28730984949472316,5,2
NA,1,5,5,0,45,7,5,-0.07999073151917374,-0.7874992203529724,0.3674167114835582,-0.11458128391528485,0.0027954955387905684,5,7
NA,NA,5,NA,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,6,1,54,10,4,-0.34794832272231363,-0.4596359991303204,0.3674167114835582,0.2391320955133061,0.2929008405723043,8,2
NA,NA,8,10,0,46,10,2,0.18796685968396615,0.19609044331498324,0.3674167114835582,0.2391320955133061,-0.28730984949472316,7,7
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,1,56,4,7,-0.34794832272231363,0.19609044331498324,-0.4283595078965045,0.4159887852276018,0.2929008405723043,5,5
NA,NA,4,6,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,0,43,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,NA,1,16,0,NA,-0.8838635051285936,-0.1317727779076686,-0.5609888777931816,-0.6451513530581715,-0.43236252201148023,6,0
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,7,1,49,10,3,0.5899032464886761,0.360022053926309,-0.5609888777931816,0.4159887852276018,-0.43236252201148023,10,7
NA,NA,7,8,1,22,6,1,0.7238820420902462,-0.6235676097416465,0.3674167114835582,-0.822008042772467,-1.0125732120785078,8,10
NA,NA,NA,4,0,23,6,6,0.4559244508871063,-0.29570438851899467,0.6326754512769124,0.4159887852276018,0.2929008405723043,7,9
NA,NA,NA,7,1,78,10,6,-0.34794832272231363,0.19609044331498324,-0.4283595078965045,1.1234155440847837,1.018164203156089,0,10
NA,NA,NA,NA,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,7,0,79,6,7,0.7238820420902462,-0.29570438851899467,0.5000460813802351,-0.6451513530581715,0.2929008405723043,8,10
NA,NA,3,6,0,30,10,7,0.5899032464886761,-0.1317727779076686,0.6326754512769124,0.2391320955133061,0.0027954955387905684,10,7
NA,1,4,6,1,31,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,7,0,74,4,5,0.18796685968396615,-0.29570438851899467,-0.2957301379998273,-0.822008042772467,0.1478481680555473,5,9
NA,NA,7,8,1,62,4,2,0.857860837691816,0.6878852751489608,0.6326754512769124,-0.11458128391528485,0.8731115306393318,9,10
NA,NA,7,7,0,60,4,2,-0.6159059139254536,-0.4596359991303204,0.3674167114835582,0.4159887852276018,-0.43236252201148023,4,4
NA,NA,5,3,0,20,1,2,-0.21396952712074355,0.03215883270365715,-0.16310076810315038,0.5928454749418971,0.0027954955387905684,10,1
NA,NA,NA,NA,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,59,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,8,8,1,54,4,0,0.5899032464886761,0.19609044331498324,0.6326754512769124,-0.6451513530581715,-0.43236252201148023,7,10
NA,NA,5,8,0,81,4,NA,0.18796685968396615,0.03215883270365715,-0.030471398206473158,1.1234155440847837,-0.14225717697796647,4,10
NA,NA,8,8,1,85,7,8,0.05398806408239635,0.03215883270365715,-0.4283595078965045,0.5928454749418971,0.5830061856058181,8,5
NA,NA,5,5,0,80,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,52,7,7,0.05398806408239635,0.523953664537635,0.3674167114835582,0.2391320955133061,0.2929008405723043,8,5
NA,NA,10,10,1,51,10,7,-0.21396952712074355,0.03215883270365715,-0.8262476175865359,-0.11458128391528485,-1.1576258845952647,6,5
NA,NA,NA,2,0,19,1,3,0.4559244508871063,-0.1317727779076686,-0.16310076810315038,0.2391320955133061,-0.722467867044994,7,9
NA,NA,3,7,1,17,1,NA,-0.7498847095270236,-0.7874992203529724,-0.2957301379998273,-0.4682946633438758,-0.5774151945282371,3,4
NA,NA,5,5,1,72,4,5,-0.7498847095270236,-0.29570438851899467,-0.4283595078965045,-0.11458128391528485,-0.28730984949472316,5,2
NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,46,4,2,0.9918396332933861,-0.1317727779076686,0.3674167114835582,0.4159887852276018,0.7280588581225751,10,10
NA,NA,4,5,0,43,4,4,0.18796685968396615,0.523953664537635,0.10215797169020377,0.5928454749418971,0.8731115306393318,7,7
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,4,0,48,4,5,0.18796685968396615,0.6878852751489608,0.6326754512769124,0.946558854370488,0.43795351308906133,8,6
NA,NA,3,2,0,19,1,4,0.9918396332933861,0.19609044331498324,0.10215797169020377,0.4159887852276018,0.0027954955387905684,10,10
1,NA,0,3,1,17,0,NA,0.5899032464886761,0.360022053926309,0.3674167114835582,-0.11458128391528485,0.43795351308906133,9,8
1,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,68,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,2,0,73,1,5,-0.07999073151917374,-0.29570438851899467,-0.16310076810315038,0.4159887852276018,-0.722467867044994,5,7
NA,NA,7,8,0,76,5,8,-0.34794832272231363,0.360022053926309,-0.030471398206473158,0.06227540579901044,0.5830061856058181,5,5
NA,NA,1,6,0,54,4,5,0.4559244508871063,-0.29570438851899467,-0.030471398206473158,-0.9988647324867624,-0.28730984949472316,8,8
NA,NA,5,7,1,49,4,2,-0.34794832272231363,0.19609044331498324,-0.2957301379998273,0.06227540579901044,0.1478481680555473,7,3
NA,NA,0,5,1,29,4,NA,0.05398806408239635,-0.7874992203529724,0.6326754512769124,-0.11458128391528485,-0.28730984949472316,10,3
0,NA,3,2,1,26,4,7,-0.4819271183238836,-0.6235676097416465,-0.6936182476898587,-0.6451513530581715,-0.14225717697796647,7,2
NA,1,2,4,0,28,6,6,0.05398806408239635,0.6878852751489608,0.3674167114835582,0.4159887852276018,0.43795351308906133,10,3
NA,NA,8,6,1,55,4,7,0.18796685968396615,0.360022053926309,-0.4283595078965045,0.06227540579901044,0.43795351308906133,8,6
NA,NA,3,5,0,49,6,5,0.18796685968396615,0.8518168857602868,0.3674167114835582,0.4159887852276018,0.0027954955387905684,6,8
1,1,7,5,1,21,0,3,-0.6159059139254536,-0.1317727779076686,0.10215797169020377,-0.822008042772467,0.1478481680555473,6,2
NA,NA,NA,2,0,19,0,4,0.32194565528553626,0.19609044331498324,0.10215797169020377,0.4159887852276018,0.2929008405723043,8,7
NA,NA,8,7,1,70,9,4,-0.4819271183238836,-0.6235676097416465,-0.2957301379998273,0.06227540579901044,0.1478481680555473,6,3
NA,NA,7,7,0,67,9,4,-0.34794832272231363,-0.1317727779076686,-0.5609888777931816,-0.2914379736295805,-0.867520539561751,8,2
NA,1,5,7,1,37,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,4,0,34,4,4,-1.0178423007301636,-0.1317727779076686,-0.16310076810315038,0.2391320955133061,0.0027954955387905684,4,1
NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,9,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
